Time,Te,T0,Tmean0,uh0,uc0,qS0,quh0,T1,Tmean1,uh1,uc1,qS1,quh1,T2,Tmean2,uh2,uc2,qS2,quh2,T3,Tmean3,uh3,uc3,qS3,quh3,T4,Tmean4,uh4,uc4,qS4,quh4,T5,Tmean5,uh5,uc5,qS5,quh5,T6,Tmean6,uh6,uc6,qS6,quh6,T7,Tmean7,uh7,uc7,qS7,quh7,T8,Tmean8,uh8,uc8,qS8,quh8,T9,Tmean9,uh9,uc9,qS9,quh9,T10,Tmean10,uh10,uc10,qS10,quh10,T11,Tmean11,uh11,uc11,qS11,quh11
 03/26  04:00:00,11.96800002,21.84095487,21.84095487,0,0,0,0,22.09345875,22.09345875,0,26,0,0,22.52197807,22.52197807,0,26,0,0,22.61207573,22.61207573,20,26,0,0,23.8249722,23.8249722,0,26,0,0,22.3655626,22.3655626,0,26,0,0,22.90498056,22.90498056,20,26,0,0,22.78334431,22.78334431,20,26,0,0,20.79806628,20.79806628,0,26,0,0,23.26951791,23.26951791,0,0,0,0,22.96844662,22.96844662,20,26,0,0,23.48556314,23.48556314,20,26,0,0
 03/26  05:00:00,11.59300002,21.58265843,21.58265843,0,0,0,0,21.82285654,21.82285654,0,26,0,0,22.27448609,22.27448609,0,26,0,0,22.35215817,22.35215817,20,26,0,0,23.58940965,23.58940965,0,26,0,0,22.1394704,22.1394704,0,26,0,0,22.64713057,22.64713057,20,26,0,0,22.69969425,22.69969425,20,26,0,0,20.61000736,20.61000736,0,26,0,0,22.92423447,22.92423447,0,0,0,0,22.65228436,22.65228436,20,26,0,0,23.35345409,23.35345409,20,26,0,0
 03/26  06:00:00,11.29300002,21.33863618,21.33863618,0,0,0,0,21.56729578,21.56729578,0,26,0,0,22.04118551,22.04118551,0,26,0,0,22.1081147,22.1081147,20,26,0,0,23.3673619,23.3673619,0,26,0,0,21.92746649,21.92746649,0,26,0,0,22.4034264,22.4034264,20,26,0,0,22.61522558,22.61522558,20,26,0,0,20.43320163,20.43320163,0,26,0,0,22.59610702,22.59610702,0,0,0,0,22.36106855,22.36106855,20,26,0,0,23.218451,23.218451,20,26,0,0
 03/26  07:00:00,10.99300002,21.11565382,21.11565382,0,0,17.10468368,0,21.41100285,21.41100285,0,26,87.48221853,0,21.82904288,21.82904288,0,26,17.10468368,0,21.96255376,21.96255376,20,26,87.14356738,0,23.16894439,23.16894439,0,26,17.10468368,0,21.81095436,21.81095436,0,26,85.54102233,0,22.18078262,22.18078262,20,26,17.10468368,0,22.52382364,22.52382364,20,26,0,0,20.27334915,20.27334915,0,26,15.93543333,0,22.29507775,22.29507775,0,0,19.86074353,0,22.09541406,22.09541406,20,26,39.72148705,0,23.07616832,23.07616832,20,26,0,0
 03/26  08:00:00,11.94300002,21.10128464,21.10128464,0,0,74.77423112,0,21.95467169,21.95467169,0,26,390.8537087,0,21.82297726,21.82297726,0,26,74.77423112,0,22.50679484,22.50679484,20,26,389.1855386,0,23.17547419,23.17547419,0,26,74.77423112,0,22.35870819,22.35870819,0,26,374.5302508,0,22.16363825,22.16363825,20,26,74.77423112,0,22.51179223,22.51179223,20,26,0,0,20.31180722,20.31180722,0,26,68.99797155,0,22.3202794,22.3202794,0,0,153.6249218,0,22.27140597,22.27140597,20,26,307.2498435,0,23.01076335,23.01076335,20,26,0,0
 03/26  09:00:00,13.64300002,21.29592586,21.29592586,0,0,133.5349421,0,23.0534963,23.0534963,0,26,663.1234009,0,22.02299174,22.02299174,0,26,133.5349421,0,23.60777741,23.60777741,20,26,659.9727559,0,23.35419723,23.35419723,0,26,133.5349421,0,23.39959692,23.39959692,0,26,617.8549606,0,22.35352778,22.35352778,20,26,133.5349421,0,22.59839875,22.59839875,20,26,0,0,20.55438565,20.55438565,0,26,122.6964885,0,22.89080565,22.89080565,0,0,400.0248186,0,23.08987048,23.08987048,20,26,800.0496373,0,23.0519469,23.0519469,20,26,0,0
 03/26  10:00:00,15.34300002,21.61743199,21.61743199,0,0,178.6751677,0,24.31587831,24.31587831,0,26,766.7871219,0,22.3473822,22.3473822,0,26,178.6751677,0,24.86838802,24.86838802,20,26,762.2114338,0,23.63190464,23.63190464,0,26,178.6751677,0,24.56407536,24.56407536,0,26,703.5634881,0,22.67213055,22.67213055,20,26,178.6751677,0,22.7516451,22.7516451,20,26,0,0,20.94321865,20.94321865,0,26,163.028125,0,23.90990787,23.90990787,0,0,628.6086904,0,24.36134241,24.36134241,20,26,1257.217381,0,23.17520648,23.17520648,20,26,0,0
 03/26  11:00:00,15.66800002,21.92905348,21.92905348,0,0,204.8813533,0,25.31790926,25.31790926,0,26,708.3272394,0,22.65009751,22.65009751,0,26,204.8813533,0,25.83069826,25.83069826,20,26,703.1993235,-6.630875677,23.9036654,23.9036654,0,26,204.8813533,0,25.4543403,25.4543403,0,26,645.0058184,0,22.98029243,22.98029243,20,26,204.8813533,0,22.84177245,22.84177245,20,26,0,0,21.34656008,21.34656008,0,26,187.3717869,0,25.12323384,25.12323384,0,0,794.8830152,0,25.65738799,25.65738799,20,26,1589.76603,-15.65429379,23.28112313,23.28112313,20,26,0,0
 03/26  12:00:00,15.16800002,22.17892348,22.17892348,0,0,222.3663499,0,25.8486867,25.8486867,0,26,523.782817,0,22.87544537,22.87544537,0,26,222.3663499,0,25.99999983,25.99999983,20,26,518.245379,-49.06135224,24.16525777,24.16525777,0,26,222.3663499,0,25.89185964,25.89185964,0,26,473.3863134,0,23.2335749,23.2335749,20,26,222.3663499,0,22.87039505,22.87039505,20,26,0,0,21.68376238,21.68376238,0,26,203.4823519,0,26.38501572,26.38501572,0,0,914.5901635,0,25.99999879,25.99999879,20,26,1829.180327,-280.8391901,23.35580902,23.35580902,20,26,0,0
 03/26  13:00:00,13.73050002,22.38768823,22.38768823,0,0,287.3538285,0,25.7282626,25.7282626,0,26,233.0559303,0,23.06087218,23.06087218,0,26,287.3538285,0,26,26,20,26,227.6157677,-20.59691472,24.41390091,24.41390091,0,26,287.3538285,0,25.71830433,25.71830433,0,26,206.8817318,0,23.46343475,23.46343475,20,26,287.3538285,0,22.84889783,22.84889783,20,26,0,0,21.92246114,21.92246114,0,26,196.7719632,0,27.76109641,27.76109641,0,0,1034.616949,0,26,26,20,26,2069.233898,-636.9314879,23.41220051,23.41220051,20,26,0,0
