Time,Te,T0,Tmean0,uh0,uc0,qS0,quh0,T1,Tmean1,uh1,uc1,qS1,quh1,T2,Tmean2,uh2,uc2,qS2,quh2,T3,Tmean3,uh3,uc3,qS3,quh3,T4,Tmean4,uh4,uc4,qS4,quh4,T5,Tmean5,uh5,uc5,qS5,quh5,T6,Tmean6,uh6,uc6,qS6,quh6,T7,Tmean7,uh7,uc7,qS7,quh7,T8,Tmean8,uh8,uc8,qS8,quh8,T9,Tmean9,uh9,uc9,qS9,quh9,T10,Tmean10,uh10,uc10,qS10,quh10,T11,Tmean11,uh11,uc11,qS11,quh11
 07/13  12:00:00,26.20550002,31.09958157,31.09958157,0,0,199.943232,0,26,26,20,26,557.6194781,-697.4666769,26,26,20,26,199.943232,-223.6427708,26,26,0,26,554.5746124,-703.492921,26,26,0,26,199.943232,-190.9575355,26,26,20,26,543.2466083,-675.7307526,26,26,0,26,199.943232,-228.9412548,26,26,20,26,0,-94.1788182,26,26,0,26,189.5563361,-221.8871951,33.36142802,33.36142802,0,0,766.9615319,0,26,26,20,26,1533.923064,-1415.397179,26,26,20,26,0,-424.088643
 07/13  13:00:00,26.46800002,31.33586471,31.33586471,0,0,267.1524413,0,26,26,20,26,217.5216522,-553.8363033,26,26,20,26,267.1524413,-256.8265339,26,26,0,26,214.6225037,-557.8078199,26,26,0,26,267.1524413,-222.5083479,26,26,20,26,203.7630754,-529.8024868,26,26,0,26,267.1524413,-267.1014544,26,26,20,26,0,-99.65212225,26,26,0,26,190.4570212,-251.7154926,34.35395357,34.35395357,0,0,785.2166806,0,26,26,20,26,1570.433361,-1629.899586,26,26,20,26,0,-459.3088729
 07/13  14:00:00,26.14300002,32.21135343,32.21135343,0,0,649.5031431,0,26,26,20,26,196.6322849,-478.4245489,26,26,20,26,649.5031431,-404.5043877,26,26,0,26,193.5599929,-477.3346651,26,26,0,26,649.5031431,-368.8945009,26,26,20,26,182.2727606,-450.2655572,26,26,0,26,649.5031431,-420.9880238,26,26,20,26,0,-99.90318506,26,26,0,26,186.2271467,-264.9943457,35.18820419,35.18820419,0,0,756.1448233,0,26,26,20,26,1512.289647,-1738.062273,26,26,20,26,0,-474.5984464
 07/13  15:00:00,25.44300002,33.36628306,33.36628306,0,0,859.9349658,0,26,26,20,26,187.355491,-422.7117909,26,26,20,26,859.9349658,-575.2921191,26,26,0,26,183.8116121,-416.4138827,26,26,0,26,859.9349658,-540.6154347,26,26,20,26,171.2091796,-390.7388303,26,26,0,26,859.9349658,-595.8776657,26,26,20,26,0,-96.82571721,26,26,0,26,175.3879475,-261.7349638,35.72449216,35.72449216,0,0,655.2928614,0,26,26,20,26,1310.585723,-1717.895256,26,26,20,26,0,-481.8564072
 07/13  16:00:00,26.05550002,34.69503501,34.69503501,0,0,968.4665494,0,26,26,20,26,176.0829686,-390.0750162,26,26,20,26,968.4665494,-742.4055851,26,26,0,26,171.6439569,-379.6283344,26,26,0,26,968.4665494,-701.7429899,26,26,20,26,156.3752791,-354.5957627,26,26,0,26,968.4665494,-763.1409589,26,26,20,26,0,-102.6605312,26,26,0,26,161.1356375,-263.6106046,36.01308034,36.01308034,0,0,451.336072,0,26,26,20,26,902.6721439,-1618.794388,26,26,20,26,0,-518.9244172
 07/13  17:00:00,26.51800002,35.9777432,35.9777432,0,0,960.5164415,0,26,26,20,26,151.5241277,-359.1131719,26,26,20,26,960.5164415,-863.7413542,26,26,0,26,147.3159183,-346.2738978,26,26,0,26,960.5164415,-816.6638011,26,26,20,26,132.5885884,-322.4780294,26,26,0,26,960.5164415,-880.3851526,26,26,20,26,0,-106.88217,26,26,0,26,139.5197965,-258.4526146,35.91261921,35.91261921,0,0,195.1040475,0,26,26,20,26,390.208095,-1393.810736,26,26,20,26,0,-551.520197
 07/13  18:00:00,26.48050002,36.74611279,36.74611279,0,0,760.2315865,0,26,26,20,26,119.0627464,-321.9538214,26,26,20,26,760.2315865,-871.9153567,26,26,0,26,115.8603051,-308.1018028,26,26,0,26,760.2315865,-820.2173512,26,26,20,26,103.808887,-286.5313791,26,26,0,26,760.2315865,-881.036594,26,26,20,26,0,-107.0824734,26,26,0,26,195.7195502,-265.338693,35.69047281,35.69047281,0,0,119.1288596,0,26,26,20,26,238.2577193,-1208.07562,26,26,20,26,0,-567.9558398
 07/13  19:00:00,26.41800002,36.74820488,36.74820488,0,0,376.439063,0,26,26,20,26,71.33572289,-281.0598908,26,26,20,26,376.439063,-746.7601873,26,26,0,26,69.66183005,-266.9386905,26,26,0,26,376.439063,-691.5184463,26,26,20,26,62.58593929,-248.7796316,26,26,0,26,376.439063,-748.1367612,26,26,20,26,0,-106.8086857,26,26,0,26,109.4190594,-247.8364557,35.47656811,35.47656811,0,0,71.37027978,0,26,26,20,26,142.7405596,-1067.270887,26,26,20,26,0,-574.8470933
 07/13  20:00:00,26.13050002,36.15209812,36.15209812,0,0,47.4564252,0,26,26,20,26,18.05321388,-235.0897941,26,26,20,26,47.4564252,-561.8998725,26,26,0,26,17.74955324,-220.789581,26,26,0,26,47.4564252,-506.465225,26,26,20,26,16.17659397,-207.0363534,26,26,0,26,47.4564252,-558.5046179,26,26,20,26,0,-104.2830564,26,26,0,26,16.99571507,-201.115777,35.15213065,35.15213065,0,0,18.05948284,0,26,26,20,26,36.11896569,-924.1006907,26,26,20,26,0,-563.1787753
 07/13  21:00:00,25.73050002,35.54060088,35.54060088,0,0,0,0,26,26,20,26,0,-195.4031212,26,26,20,26,0,-441.459316,26,26,0,26,0,-180.9585617,26,26,0,26,0,-387.6370653,26,26,20,26,0,-171.01318,26,26,0,26,0,-436.5913698,26,26,20,26,0,-99.93969767,26,26,0,26,0,-166.6200608,34.74915804,34.74915804,0,0,0,0,26,26,20,26,0,-803.5487159,26,26,20,26,0,-534.5994472
 07/13  22:00:00,25.33050002,34.99117842,34.99117842,0,0,0,0,26,26,20,26,0,-164.5250075,26,26,20,26,0,-362.4440907,26,26,0,26,0,-151.3522609,26,26,0,26,0,-311.235832,26,26,20,26,0,-144.0611291,26,26,0,26,0,-357.5825306,26,26,20,26,0,-94.79674734,26,26,0,26,0,-140.7343494,34.31600987,34.31600987,0,0,0,0,26,26,20,26,0,-710.1809793,26,26,20,26,0,-499.4590347
 07/13  23:00:00,24.86800002,34.45047952,34.45047952,0,0,0,0,26,26,20,26,0,-137.0066208,26,26,20,26,0,-300.2284006,26,26,0,26,0,-126.5120572,26,26,0,26,0,-252.4033093,26,26,20,26,0,-121.2896663,26,26,0,26,0,-295.6760968,26,26,20,26,0,-88.82680828,26,26,0,26,0,-117.5847651,33.85741893,33.85741893,0,0,0,0,26,26,20,26,0,-628.5857362,26,26,20,26,0,-462.4194472
 07/13  24:00:00,24.43050002,33.92240961,33.92240961,0,0,0,0,26,26,20,26,0,-112.5575479,26,26,20,26,0,-249.6408763,26,26,0,26,0,-105.1660724,26,26,0,26,0,-205.8365522,26,26,20,26,0,-101.655997,26,26,0,26,0,-245.4734114,26,26,20,26,0,-82.95976423,26,26,0,26,0,-97.05326867,33.39319854,33.39319854,0,0,0,0,26,26,20,26,0,-558.0905475,26,26,20,26,0,-427.2339672
 07/14  01:00:00,23.96800002,33.40826893,33.40826893,0,0,0,0,26,26,0,26,0,-90.62861091,26,26,20,26,0,-207.9352741,26,26,20,26,0,-86.18458338,26,26,0,26,0,-168.689744,26,26,20,26,0,-84.11274553,26,26,0,26,0,-204.1234519,26,26,20,26,0,-76.95542636,26,26,20,26,0,-78.60810285,32.93105295,32.93105295,0,0,0,0,26,26,20,26,0,-494.9685443,26,26,20,26,0,-393.1022563
 07/14  02:00:00,23.53050002,32.91208949,32.91208949,0,0,0,0,26,26,0,26,0,-72.01528171,26,26,20,26,0,-173.3708542,26,26,20,26,0,-70.15944542,26,26,0,26,0,-138.8223135,26,26,20,26,0,-69.22089389,26,26,0,26,0,-169.8796339,26,26,20,26,0,-71.21494323,26,26,20,26,0,-62.79346839,32.47746135,32.47746135,0,0,0,0,26,26,20,26,0,-439.9532839,26,26,20,26,0,-361.0434516
 07/14  03:00:00,23.13050002,32.43581952,32.43581952,0,0,0,0,26,26,0,26,0,-56.17496941,26,26,20,26,0,-144.6124875,26,26,20,26,0,-56.47443475,26,26,0,26,0,-114.7636636,26,26,20,26,0,-56.45870501,26,26,0,26,0,-141.4094255,26,26,20,26,0,-65.84627523,26,26,20,26,0,-49.54135594,32.03732135,32.03732135,0,0,0,0,26,26,20,26,0,-391.9799071,26,26,20,26,0,-331.2289809
 07/14  04:00:00,22.60550002,31.96486137,31.96486137,0,0,0,0,26,26,0,26,0,-41.64731802,26,26,20,26,0,-118.6783859,26,26,20,26,0,-43.36790079,26,26,0,26,0,-94.29942175,26,26,20,26,0,-44.05998664,26,26,0,26,0,-115.7368363,26,26,20,26,0,-59.69762334,26,26,20,26,0,-37.23806349,31.59861401,31.59861401,0,0,0,0,26,26,20,26,0,-342.9073244,26,26,20,26,0,-300.0573928
 07/14  05:00:00,22.44300002,31.53794029,31.53794029,0,0,2.00174967,0,26,26,0,26,4.067999109,-32.87060769,26,26,20,26,2.00174967,-100.0335389,26,26,20,26,4.042070096,-35.99195216,26,26,0,26,2.00174967,-79.44588522,26,26,20,26,3.885917238,-37.20560935,26,26,0,26,2.00174967,-97.32846931,26,26,20,26,0,-56.36158753,26,26,20,26,3.1480362,-29.86795491,31.20149076,31.20149076,0,0,2.00174967,0,26,26,20,26,4.003499339,-314.616982,26,26,20,26,0,-278.0693463
 07/14  06:00:00,22.60550002,31.20258799,31.20258799,0,0,27.01476412,0,26,26,0,26,108.5884241,-39.83619001,26,26,20,26,27.01476412,-92.40972861,26,26,20,26,108.0262256,-44.9072587,26,26,0,26,27.01476412,-73.30287267,26,26,20,26,105.4400788,-46.32582352,26,26,0,26,27.01476412,-89.88018065,26,26,20,26,0,-55.49463181,26,26,20,26,63.7559894,-32.04688361,30.8897157,30.8897157,0,0,27.01476412,0,26,26,20,26,54.02952825,-312.6315459,26,26,20,26,0,-264.6703889
 07/14  07:00:00,22.74300002,30.99417841,30.99417841,0,0,83.75832849,0,26,26,0,26,490.7935613,-139.1321112,26,26,20,26,83.75832849,-98.88508065,26,26,20,26,488.6866623,-147.006312,26,26,0,26,83.75832849,-79.34180858,26,26,20,26,480.1738671,-147.1158608,26,26,0,26,83.75832849,-96.4233611,26,26,20,26,0,-55.05888272,26,26,20,26,214.9684757,-62.36535328,30.69940471,30.69940471,0,0,83.75832849,0,26,26,20,26,167.516657,-332.1334834,26,26,20,26,0,-255.6286417
 07/14  08:00:00,23.40550002,30.94886197,30.94886197,0,0,134.9263971,0,26,26,0,26,816.2861684,-336.6645686,26,26,20,26,134.9263971,-121.4533703,26,26,20,26,812.596767,-344.6441054,26,26,0,26,134.9263971,-97.93533356,26,26,20,26,798.8617205,-339.5629013,26,26,0,26,134.9263971,-119.0150836,26,26,20,26,0,-60.33528954,26,26,20,26,188.2409008,-90.27204209,30.67036167,30.67036167,0,0,134.9263971,0,26,26,20,26,269.8527943,-395.8293225,26,26,20,26,0,-269.9456619
 07/14  09:00:00,24.40550002,31.02319408,31.02319408,0,0,159.2220175,0,26,26,0,26,980.0454146,-551.8135051,26,26,20,26,159.2220175,-150.0925925,26,26,20,26,975.7338886,-558.9361543,26,26,0,26,159.2220175,-121.5300768,26,26,20,26,960.7127662,-546.3581286,26,26,0,26,159.2220175,-147.7247822,26,26,20,26,0,-70.06596881,26,26,20,26,144.5990555,-110.3061557,30.86595971,30.86595971,0,0,249.4571387,0,26,26,20,26,498.9142774,-523.295756,26,26,20,26,0,-305.4452917
 07/14  10:00:00,25.40550002,31.16963304,31.16963304,0,0,181.9647161,0,26,26,0,26,954.7508664,-696.0581524,26,26,20,26,181.9647161,-180.4467004,26,26,20,26,950.4055828,-702.7356061,26,26,0,26,181.9647161,-147.3337612,26,26,20,26,935.3755376,-683.1983185,26,26,0,26,181.9647161,-178.6181939,26,26,20,26,0,-81.0237226,26,26,20,26,167.2363117,-148.4188874,31.60110422,31.60110422,0,0,517.9338088,0,26,26,20,26,1035.867618,-809.7933374,26,26,20,26,0,-352.0555255
 07/14  11:00:00,25.96800002,31.34157415,31.34157415,0,0,196.0342255,0,26,26,0,26,829.1151539,-752.1311702,26,26,20,26,196.0342255,-207.7432863,26,26,20,26,824.8707994,-758.0741764,26,26,0,26,196.0342255,-172.1466923,26,26,20,26,810.3282418,-733.0273284,26,26,0,26,196.0342255,-207.8918157,26,26,20,26,0,-89.41397474,26,26,20,26,181.6594436,-189.2633968,32.61694494,32.61694494,0,0,695.9298691,0,26,26,20,26,1391.859738,-1143.82445,26,26,20,26,0,-396.7214214
 07/14  12:00:00,26.33050002,31.50901052,31.50901052,0,0,197.7198013,0,26,26,0,26,559.1883613,-706.9985238,26,26,20,26,197.7198013,-230.1812155,26,26,20,26,556.1801707,-711.7511661,26,26,0,26,197.7198013,-193.0655568,26,26,20,26,545.0965851,-684.143824,26,26,0,26,197.7198013,-234.0594396,26,26,20,26,0,-96.3362078,26,26,20,26,187.4670045,-226.7798141,33.674763,33.674763,0,0,771.421339,0,26,26,20,26,1542.842678,-1435.118912,26,26,20,26,0,-439.1166811
 07/14  13:00:00,26.66800002,31.73233969,31.73233969,0,0,264.3457186,0,26,26,0,26,214.1403622,-561.5609317,26,26,20,26,264.3457186,-263.5243828,26,26,20,26,211.306967,-564.095319,26,26,0,26,264.3457186,-224.530603,26,26,20,26,200.87805,-536.3805532,26,26,0,26,264.3457186,-272.5079173,26,26,20,26,0,-102.4220149,26,26,20,26,187.0023572,-257.2548499,34.6816745,34.6816745,0,0,793.2980361,0,26,26,20,26,1586.596072,-1659.86444,26,26,20,26,0,-475.8516235
 07/14  14:00:00,26.84300002,32.60243273,32.60243273,0,0,648.7292755,0,26,26,0,26,197.0127943,-492.3524459,26,26,20,26,648.7292755,-417.4396717,26,26,20,26,193.9220478,-489.6798881,26,26,0,26,648.7292755,-374.5654911,26,26,20,26,182.5583216,-462.7044,26,26,0,26,648.7292755,-432.7210279,26,26,20,26,0,-106.2772709,26,26,20,26,186.5444312,-276.9600213,35.51483178,35.51483178,0,0,755.9989933,0,26,26,20,26,1511.997987,-1788.258835,26,26,20,26,0,-501.5865285
 07/14  15:00:00,26.88050002,33.8527741,33.8527741,0,0,860.8465976,0,26,26,0,26,187.9076778,-446.367043,26,26,20,26,860.8465976,-598.4220776,26,26,20,26,184.1788836,-438.495238,26,26,0,26,860.8465976,-552.9198646,26,26,20,26,171.0816642,-412.5294518,26,26,0,26,860.8465976,-617.9215403,26,26,20,26,0,-108.4998202,26,26,20,26,175.3292367,-283.1931145,36.14051182,36.14051182,0,0,654.9900327,0,26,26,20,26,1309.980065,-1803.941024,26,26,20,26,0,-524.6712477
 07/14  16:00:00,26.94300002,35.17473599,35.17473599,0,0,970.9998591,0,26,26,0,26,175.9056023,-408.7788529,26,26,20,26,970.9998591,-762.8744136,26,26,20,26,171.5724608,-396.9374326,26,26,0,26,970.9998591,-714.0884586,26,26,20,26,156.5891697,-371.6758375,26,26,0,26,970.9998591,-782.6016323,26,26,20,26,0,-110.4212952,26,26,20,26,161.3082056,-280.8202608,36.42873301,36.42873301,0,0,453.7072434,0,26,26,20,26,907.4144868,-1684.00623,26,26,20,26,0,-550.3524719
 07/14  17:00:00,26.85550002,36.40164127,36.40164127,0,0,961.8997182,0,26,26,0,26,150.2619231,-370.3533376,26,26,20,26,961.8997182,-875.1417872,26,26,20,26,146.0998961,-356.1883829,26,26,0,26,961.8997182,-822.671353,26,26,20,26,131.5520092,-332.2789538,26,26,0,26,961.8997182,-890.8667282,26,26,20,26,0,-110.7797347,26,26,20,26,138.3170556,-268.8565433,36.2566371,36.2566371,0,0,194.3925781,0,26,26,20,26,388.7851563,-1427.585511,26,26,20,26,0,-571.4091622
 07/14  18:00:00,26.65550002,37.11623229,37.11623229,0,0,756.7684043,0,26,26,0,26,118.7586676,-330.7722947,26,26,20,26,756.7684043,-878.2994884,26,26,20,26,115.560802,-315.6470573,26,26,0,26,756.7684043,-822.169525,26,26,20,26,103.5235795,-293.9223062,26,26,0,26,756.7684043,-886.5983594,26,26,20,26,0,-109.7957807,26,26,20,26,194.5710089,-273.4280789,36.0051332,36.0051332,0,0,118.8246864,0,26,26,20,26,237.6493727,-1231.398847,26,26,20,26,0,-583.8392787
 07/14  19:00:00,26.45550002,37.06329117,37.06329117,0,0,365.1576351,0,26,26,0,26,70.70664579,-286.9106171,26,26,20,26,365.1576351,-746.7186634,26,26,20,26,69.11825685,-271.8951299,26,26,0,26,365.1576351,-688.0075723,26,26,20,26,62.27167073,-253.6644856,26,26,0,26,365.1576351,-747.3898578,26,26,20,26,0,-108.4048908,26,26,20,26,107.8702939,-253.0066289,35.75483442,35.75483442,0,0,70.73943749,0,26,26,20,26,141.478875,-1080.626078,26,26,20,26,0,-586.7096455
 07/14  20:00:00,26.06800002,36.42875227,36.42875227,0,0,47.79706213,0,26,26,0,26,18.02058043,-238.2397736,26,26,20,26,47.79706213,-560.6487639,26,26,20,26,17.71744991,-223.4987963,26,26,0,26,47.79706213,-502.5894429,26,26,20,26,16.14725077,-209.7261178,26,26,0,26,47.79706213,-556.7089199,26,26,20,26,0,-104.981483,26,26,20,26,16.96487275,-203.8364376,35.39517912,35.39517912,0,0,18.02683845,0,26,26,20,26,36.05367689,-929.1170493,26,26,20,26,0,-571.3922792
 07/14  21:00:00,25.63050002,35.79345133,35.79345133,0,0,0,0,26,26,0,26,0,-196.6193895,26,26,20,26,0,-439.6323147,26,26,20,26,0,-182.0358207,26,26,0,26,0,-383.7208295,26,26,20,26,0,-172.1133532,26,26,0,26,0,-434.3200396,26,26,20,26,0,-100.1926922,26,26,20,26,0,-167.6060481,34.96685799,34.96685799,0,0,0,0,26,26,20,26,0,-803.7005808,26,26,20,26,0,-540.6328695
 07/14  22:00:00,25.16800002,35.2226859,35.2226859,0,0,0,0,26,26,0,26,0,-163.6382638,26,26,20,26,0,-359.4816703,26,26,20,26,0,-150.5116263,26,26,0,26,0,-306.590267,26,26,20,26,0,-143.3486995,26,26,0,26,0,-354.2107913,26,26,20,26,0,-94.42966,26,26,20,26,0,-139.6757288,34.51138116,34.51138116,0,0,0,0,26,26,20,26,0,-705.1333471,26,26,20,26,0,-502.9435036
 07/14  23:00:00,24.79300002,34.67027069,34.67027069,0,0,0,0,26,26,0,26,0,-135.9697933,26,26,20,26,0,-298.1083132,26,26,20,26,0,-125.6801981,26,26,0,26,0,-248.4758488,26,26,20,26,0,-120.6409014,26,26,0,26,0,-293.1945663,26,26,20,26,0,-88.90813521,26,26,20,26,0,-116.5614132,34.04176178,34.04176178,0,0,0,0,26,26,20,26,0,-626.0566494,26,26,20,26,0,-466.6458384
 07/14  24:00:00,24.43050002,34.13346533,34.13346533,0,0,0,0,26,26,0,26,0,-112.0132626,26,26,20,26,0,-248.9086355,26,26,20,26,0,-105.0030842,26,26,0,26,0,-203.1240667,26,26,20,26,0,-101.6536391,26,26,0,26,0,-244.3984214,26,26,20,26,0,-83.39392077,26,26,20,26,0,-96.55573915,33.57014925,33.57014925,0,0,0,0,26,26,20,26,0,-558.7959236,26,26,20,26,0,-432.0434602
 07/15  01:00:00,24.09300002,33.61471224,33.61471224,0,0,0,0,26,26,0,26,0,-91.46844,26,26,0,26,0,-208.961173,26,26,20,26,0,-87.56334594,26,26,0,26,0,-167.2793226,26,26,0,26,0,-85.58488178,26,26,20,26,0,-204.8274352,26,26,20,26,0,-78.13432814,26,26,0,26,0,-79.3779222,33.10480386,33.10480386,0,0,0,0,26,26,20,26,0,-501.2580184,26,26,20,26,0,-399.8092818
 07/15  02:00:00,23.73050002,33.11626385,33.11626385,0,0,0,0,26,26,0,26,0,-73.73099576,26,26,0,26,0,-175.8636312,26,26,20,26,0,-72.47449371,26,26,0,26,0,-138.636111,26,26,0,26,0,-71.60159861,26,26,20,26,0,-172.0710304,26,26,20,26,0,-72.84658751,26,26,0,26,0,-64.50409842,32.65045434,32.65045434,0,0,0,0,26,26,20,26,0,-450.3023844,26,26,20,26,0,-368.9013594
 07/15  03:00:00,23.39300002,32.63745917,32.63745917,0,0,0,0,26,26,0,26,0,-59.05018496,26,26,0,26,0,-148.5536271,26,26,20,26,0,-59.86792961,26,26,0,26,0,-115.8085461,26,26,0,26,0,-59.84985713,26,26,20,26,0,-145.066216,26,26,20,26,0,-67.90567415,26,26,0,26,0,-52.37675521,32.21087656,32.21087656,0,0,0,0,26,26,20,26,0,-406.5972575,26,26,20,26,0,-340.262841
 07/15  04:00:00,23.03050002,32.17681567,32.17681567,0,0,0,0,26,26,0,26,0,-46.9406066,26,26,0,26,0,-125.2938572,26,26,20,26,0,-49.01810914,26,26,0,26,0,-97.2650842,26,26,0,26,0,-49.60351301,26,26,20,26,0,-122.0847661,26,26,20,26,0,-62.95610384,26,26,0,26,0,-42.31299933,31.78638164,31.78638164,0,0,0,0,26,26,20,26,0,-366.011315,26,26,20,26,0,-312.6672928
 07/15  05:00:00,22.88050002,31.75967922,31.75967922,0,0,1.911523612,0,26,26,0,26,3.86230485,-39.37285601,26,26,0,26,1.911523612,-108.0846813,26,26,20,26,3.837556765,-42.66907924,26,26,0,26,1.911523612,-83.7569377,26,26,0,26,3.68846182,-43.64824635,26,26,20,26,1.911523612,-105.1259068,26,26,20,26,0,-59.76613225,26,26,0,26,2.989145859,-35.88402137,31.40061605,31.40061605,0,0,1.911523612,0,26,26,20,26,3.823047224,-340.9109297,26,26,20,26,0,-291.2378763
 07/15  06:00:00,22.88050002,31.42443868,31.42443868,0,0,26.52195255,0,26,26,0,26,82.92819337,-43.44832088,26,26,0,26,26.52195255,-100.4692265,26,26,20,26,82.4666782,-48.11884489,26,26,0,26,26.52195255,-78.30291231,26,26,0,26,80.13495488,-49.18047662,26,26,20,26,26.52195255,-97.69564782,26,26,20,26,0,-57.84111075,26,26,0,26,51.54713021,-36.70120597,31.08796006,31.08796006,0,0,26.52195255,0,26,26,20,26,53.0439051,-334.6322722,26,26,20,26,0,-274.8704388
 07/15  07:00:00,22.88050002,31.21588454,31.21588454,0,0,85.7777819,0,26,26,0,26,392.5269734,-115.5123522,26,26,0,26,85.7777819,-107.3007645,26,26,20,26,390.6043835,-122.9035156,26,26,0,26,85.7777819,-85.22645713,26,26,0,26,382.3017608,-122.5506934,26,26,20,26,85.7777819,-104.5981857,26,26,20,26,0,-56.46704122,26,26,0,26,180.7910463,-59.76570507,30.90000993,30.90000993,0,0,85.7777819,0,26,26,20,26,171.5555638,-351.793558,26,26,20,26,0,-263.0916962
 07/15  08:00:00,23.44300002,31.17738681,31.17738681,0,0,143.8246427,0,26,26,0,26,626.6728664,-258.1227551,26,26,0,26,143.8246427,-131.2836139,26,26,20,26,623.359953,-265.7404651,26,26,0,26,143.8246427,-105.6590456,26,26,0,26,609.6353313,-260.6660476,26,26,20,26,143.8246427,-128.609323,26,26,20,26,0,-60.75021629,26,26,0,26,180.0538617,-86.73233092,30.88147457,30.88147457,0,0,143.8246427,0,26,26,20,26,287.6492854,-415.9405377,26,26,20,26,0,-274.1936491
 07/15  09:00:00,24.34300002,31.2985242,31.2985242,0,0,198.2584332,0,26,26,0,26,670.2328138,-384.8738622,26,26,0,26,198.2584332,-167.675872,26,26,20,26,665.667844,-391.7873645,26,26,0,26,198.2584332,-137.1239344,26,26,0,26,646.8413619,-379.4337174,26,26,20,26,198.2584332,-165.0645269,26,26,20,26,0,-69.15949085,26,26,0,26,182.5325713,-115.511805,31.07793123,31.07793123,0,0,246.3621587,0,26,26,20,26,492.7243173,-537.1731123,26,26,20,26,0,-304.8687209
 07/15  10:00:00,25.24300002,31.54998247,31.54998247,0,0,252.8584382,0,26,26,0,26,587.5331826,-453.3144618,26,26,0,26,252.8584382,-213.6988374,26,26,20,26,582.452743,-458.9905668,26,26,0,26,252.8584382,-178.285066,26,26,0,26,559.8920351,-439.0985796,26,26,20,26,252.8584382,-211.4063259,26,26,20,26,0,-78.64337575,26,26,0,26,235.2229197,-164.844516,31.56928009,31.56928009,0,0,385.8961793,0,26,26,20,26,771.7923586,-733.150517,26,26,20,26,0,-345.4983745
 07/15  11:00:00,25.70550002,31.81595662,31.81595662,0,0,266.7456979,0,26,26,0,26,601.9909582,-520.8920354,26,26,0,26,266.7456979,-252.9835007,26,26,20,26,595.8596358,-523.2134318,26,26,0,26,266.7456979,-215.370841,26,26,0,26,570.9963534,-496.6894652,26,26,20,26,266.7456979,-251.7520878,26,26,20,26,0,-85.73040797,26,26,0,26,245.6591303,-211.0408276,32.26771545,32.26771545,0,0,523.9365365,0,26,26,20,26,1047.873073,-966.2511229,26,26,20,26,0,-383.4848876
 07/15  12:00:00,25.90550002,32.0640239,32.0640239,0,0,269.8977424,0,26,26,0,26,480.5823084,-532.5646602,26,26,0,26,269.8977424,-283.9359774,26,26,20,26,474.3169786,-530.4885147,26,26,0,26,269.8977424,-245.593632,26,26,0,26,449.7062222,-499.4433472,26,26,20,26,269.8977424,-284.8284027,26,26,20,26,0,-91.40653699,26,26,0,26,248.4165738,-249.6456147,33.08413006,33.08413006,0,0,619.7039261,0,26,26,20,26,1239.407852,-1197.86814,26,26,20,26,0,-419.1027132
 07/15  13:00:00,26.10550002,32.31240845,32.31240845,0,0,299.8778694,0,26,26,0,26,270.505387,-468.8927154,26,26,0,26,299.8778694,-312.9607001,26,26,20,26,264.1419032,-462.4557604,26,26,0,26,299.8778694,-273.6096304,26,26,0,26,240.2949287,-429.7048655,26,26,20,26,299.8778694,-317.0588895,26,26,20,26,0,-96.93517287,26,26,0,26,235.6334646,-275.9084844,33.93665765,33.93665765,0,0,656.8045675,0,26,26,20,26,1313.609135,-1396.807361,26,26,20,26,0,-452.969459
 07/15  14:00:00,25.99300002,32.91414897,32.91414897,0,0,503.6401187,0,26,26,0,26,275.5757053,-442.612444,26,26,0,26,503.6401187,-403.5617202,26,26,20,26,269.2136021,-430.09633,26,26,0,26,503.6401187,-362.8535221,26,26,0,26,243.589779,-396.0898965,26,26,20,26,503.6401187,-411.5513416,26,26,20,26,0,-99.45332349,26,26,0,26,253.8413861,-300.4837259,34.52083433,34.52083433,0,0,569.3168461,0,26,26,20,26,1138.633692,-1454.179842,26,26,20,26,0,-475.0057647
 07/15  15:00:00,25.69300002,33.53046781,33.53046781,0,0,524.1444518,0,26,26,0,26,263.2091297,-422.6281027,26,26,0,26,524.1444518,-473.2303505,26,26,20,26,257.8003467,-405.0583426,26,26,0,26,524.1444518,-432.4920361,26,26,0,26,234.0725186,-371.1963655,26,26,20,26,524.1444518,-483.5885254,26,26,20,26,0,-100.1040761,26,26,0,26,244.569734,-310.8871746,34.84232553,34.84232553,0,0,436.1513905,0,26,26,20,26,872.3027809,-1404.923948,26,26,20,26,0,-491.4828205
 07/15  16:00:00,25.39300002,33.92222922,33.92222922,0,0,446.0513474,0,26,26,0,26,229.6550148,-395.2573493,26,26,0,26,446.0513474,-493.0328733,26,26,20,26,225.4223579,-374.4729823,26,26,0,26,446.0513474,-452.5202669,26,26,0,26,205.308938,-342.3548003,26,26,20,26,446.0513474,-503.4886649,26,26,20,26,0,-100.2842304,26,26,0,26,214.940057,-306.0428396,34.91292401,34.91292401,0,0,298.7852482,0,26,26,20,26,597.5704964,-1284.50737,26,26,20,26,0,-504.2798768
