Time,T0,u0,Te0,T1,u1,Te1,T2,u2,Te2,T3,u3,Te3,T4,u4,Te4,T5,u5,Te5,T6,u6,Te6,T7,u7,Te7,T8,u8,Te8,T9,u9,Te9,T10,u10,Te10,T11,u11,Te11
 07/30  23:00:00,30.9570734,0,24.59300002,26,0,24.59300002,26,0,24.59300002,26,20,24.59300002,26,0,24.59300002,26,0,24.59300002,26,20,24.59300002,26,20,24.59300002,26,0,24.59300002,30.60506764,0,24.59300002,26,20,24.59300002,26,20,24.59300002
 07/30  24:00:00,30.66663916,0,24.29300002,26,0,24.29300002,26,0,24.29300002,26,20,24.29300002,26,0,24.29300002,26,0,24.29300002,26,20,24.29300002,26,20,24.29300002,26,0,24.29300002,30.34307693,0,24.29300002,26,20,24.29300002,26,20,24.29300002
 07/31  01:00:00,30.38302835,0,23.99300002,26,20,23.99300002,26,0,23.99300002,26,0,23.99300002,26,0,23.99300002,26,0,23.99300002,26,0,23.99300002,26,20,23.99300002,26,0,23.99300002,30.08437689,0,23.99300002,26,20,23.99300002,26,20,23.99300002
 07/31  02:00:00,30.10623664,0,23.69300002,26,20,23.69300002,26,0,23.69300002,26,0,23.69300002,26,0,23.69300002,26,0,23.69300002,26,0,23.69300002,26,20,23.69300002,26,0,23.69300002,29.83043232,0,23.69300002,26,20,23.69300002,26,20,23.69300002
 07/31  03:00:00,29.83936256,0,23.39300002,26,20,23.39300002,26,0,23.39300002,26,0,23.39300002,26,0,23.39300002,26,0,23.39300002,26,0,23.39300002,26,20,23.39300002,26,0,23.39300002,29.58301749,0,23.39300002,26,20,23.39300002,26,20,23.39300002
 07/31  04:00:00,29.57974309,0,23.09300002,26,20,23.09300002,26,0,23.09300002,26,0,23.09300002,26,0,23.09300002,26,0,23.09300002,26,0,23.09300002,26,20,23.09300002,26,0,23.09300002,29.33923749,0,23.09300002,26,20,23.09300002,26,20,23.09300002
 07/31  05:00:00,29.34735308,0,22.98050002,26,20,22.98050002,26,0,22.98050002,26,0,22.98050002,26,0,22.98050002,26,0,22.98050002,26,0,22.98050002,26,20,22.98050002,26,0,22.98050002,29.12146691,0,22.98050002,26,20,22.98050002,26,20,22.98050002
 07/31  06:00:00,29.15691105,0,22.91800002,26,20,22.91800002,26,0,22.91800002,26,0,22.91800002,26,0,22.91800002,26,0,22.91800002,26,0,22.91800002,26,20,22.91800002,26,0,22.91800002,28.94418333,0,22.91800002,26,20,22.91800002,26,20,22.91800002
 07/31  07:00:00,29.06634758,0,22.88050002,26,20,22.88050002,26,0,22.88050002,26,0,22.88050002,26,0,22.88050002,26,0,22.88050002,26,0,22.88050002,26,20,22.88050002,26,0,22.88050002,28.86396956,0,22.88050002,26,20,22.88050002,26,20,22.88050002
 07/31  08:00:00,29.13886824,0,23.38050002,26,20,23.38050002,26,0,23.38050002,26,0,23.38050002,26,0,23.38050002,26,0,23.38050002,26,0,23.38050002,26,20,23.38050002,26,0,23.38050002,28.95011528,0,23.38050002,26,20,23.38050002,26,20,23.38050002
 07/31  09:00:00,29.33748054,0,24.11800002,26,20,24.11800002,26,0,24.11800002,26,0,24.11800002,26,0,24.11800002,26,0,24.11800002,26,0,24.11800002,26,20,24.11800002,26,0,24.11800002,29.32131228,0,24.11800002,26,20,24.11800002,26,20,24.11800002
 07/31  10:00:00,29.60380621,0,24.88050002,26,20,24.88050002,26,0,24.88050002,26,0,24.88050002,26,0,24.88050002,26,0,24.88050002,26,0,24.88050002,26,20,24.88050002,26,0,24.88050002,30.12942783,0,24.88050002,26,20,24.88050002,26,20,24.88050002
 07/31  11:00:00,29.8815123,0,25.30550002,26,20,25.30550002,26,0,25.30550002,26,0,25.30550002,26,0,25.30550002,26,0,25.30550002,26,0,25.30550002,26,20,25.30550002,26,0,25.30550002,31.11766036,0,25.30550002,26,20,25.30550002,26,20,25.30550002
 07/31  12:00:00,30.15568503,0,25.50550002,26,20,25.50550002,26,0,25.50550002,26,0,25.50550002,26,0,25.50550002,26,0,25.50550002,26,0,25.50550002,26,20,25.50550002,26,0,25.50550002,32.13904841,0,25.50550002,26,20,25.50550002,26,20,25.50550002
 07/31  13:00:00,30.4628275,0,25.70550002,26,20,25.70550002,26,0,25.70550002,26,0,25.70550002,26,0,25.70550002,26,0,25.70550002,26,0,25.70550002,26,20,25.70550002,26,0,25.70550002,33.12374834,0,25.70550002,26,20,25.70550002,26,20,25.70550002
 07/31  14:00:00,31.27928222,0,25.65550002,26,20,25.65550002,26,0,25.65550002,26,0,25.65550002,26,0,25.65550002,26,0,25.65550002,26,0,25.65550002,26,20,25.65550002,26,0,25.65550002,34.00979374,0,25.65550002,26,20,25.65550002,26,20,25.65550002
 07/31  15:00:00,32.43278605,0,25.51800002,26,20,25.51800002,26,0,25.51800002,26,0,25.51800002,26,0,25.51800002,26,0,25.51800002,26,0,25.51800002,26,20,25.51800002,26,0,25.51800002,34.66608666,0,25.51800002,26,20,25.51800002,26,20,25.51800002
 07/31  16:00:00,33.68421773,0,25.48050002,26,20,25.48050002,26,0,25.48050002,26,0,25.48050002,26,0,25.48050002,26,0,25.48050002,26,0,25.48050002,26,20,25.48050002,26,0,25.48050002,35.01274114,0,25.48050002,26,20,25.48050002,26,20,25.48050002
 07/31  17:00:00,34.85609739,0,25.29300002,26,20,25.29300002,26,0,25.29300002,26,0,25.29300002,26,0,25.29300002,26,0,25.29300002,26,0,25.29300002,26,20,25.29300002,26,0,25.29300002,34.90560563,0,25.29300002,26,20,25.29300002,26,20,25.29300002
 07/31  18:00:00,35.45662588,0,24.99300002,26,20,24.99300002,26,0,24.99300002,26,0,24.99300002,26,0,24.99300002,26,0,24.99300002,26,0,24.99300002,26,20,24.99300002,26,0,24.99300002,34.57042626,0,24.99300002,26,20,24.99300002,26,20,24.99300002
 07/31  19:00:00,35.27828125,0,24.63050002,26,20,24.63050002,26,0,24.63050002,26,0,24.63050002,26,0,24.63050002,26,0,24.63050002,26,0,24.63050002,26,20,24.63050002,26,0,24.63050002,34.26696227,0,24.63050002,26,20,24.63050002,26,20,24.63050002
 07/31  20:00:00,34.66464499,0,24.29300002,26,20,24.29300002,26,0,24.29300002,26,0,24.29300002,26,0,24.29300002,26,0,24.29300002,26,0,24.29300002,26,20,24.29300002,26,0,24.29300002,33.88737755,0,24.29300002,26,20,24.29300002,26,20,24.29300002
 07/31  21:00:00,34.06555722,0,23.99300002,26,20,23.99300002,26,0,23.99300002,26,0,23.99300002,26,0,23.99300002,26,0,23.99300002,26,0,23.99300002,26,20,23.99300002,26,0,23.99300002,33.46728957,0,23.99300002,26,20,23.99300002,26,20,23.99300002
 07/31  22:00:00,33.53828178,0,23.69300002,26,20,23.69300002,26,0,23.69300002,26,0,23.69300002,26,0,23.69300002,26,0,23.69300002,26,0,23.69300002,26,20,23.69300002,26,0,23.69300002,33.03581233,0,23.69300002,26,20,23.69300002,26,20,23.69300002
 07/31  23:00:00,33.03419993,0,23.33050002,26,20,23.33050002,26,0,23.33050002,26,0,23.33050002,26,0,23.33050002,26,0,23.33050002,26,0,23.33050002,26,20,23.33050002,26,0,23.33050002,32.59897138,0,23.33050002,26,20,23.33050002,26,20,23.33050002
 07/31  24:00:00,32.54358217,0,22.86800002,26,20,22.86800002,26,0,22.86800002,26,0,22.86800002,26,0,22.86800002,26,0,22.86800002,26,0,22.86800002,26,20,22.86800002,26,0,22.86800002,32.15960679,0,22.86800002,26,20,22.86800002,26,20,22.86800002
 08/01  01:00:00,32.05856482,0,22.30550002,26,20,22.30550002,26,0,22.30550002,26,0,22.30550002,26,20,22.30550002,26,0,22.30550002,26,0,22.30550002,26,20,22.30550002,26,0,22.30550002,31.71450085,0,22.30550002,26,20,22.30550002,26,20,22.30550002
 08/01  02:00:00,31.59066086,0,21.83050002,26,20,21.83050002,26,0,21.83050002,26,0,21.83050002,26,20,21.83050002,26,0,21.83050002,26,0,21.83050002,26,20,21.83050002,26,0,21.83050002,31.27905297,0,21.83050002,26,20,21.83050002,26,20,21.83050002
 08/01  03:00:00,31.14333572,0,21.43050002,26,20,21.43050002,26,0,21.43050002,26,0,21.43050002,26,20,21.43050002,26,0,21.43050002,26,0,21.43050002,26,20,21.43050002,26,0,21.43050002,30.85936042,0,21.43050002,26,20,21.43050002,26,20,21.43050002
 08/01  04:00:00,30.71830594,0,21.15550002,26,20,21.15550002,26,0,21.15550002,26,0,21.15550002,26,20,21.15550002,26,0,21.15550002,26,0,21.15550002,26,20,21.15550002,26,0,21.15550002,30.45818289,0,21.15550002,26,20,21.15550002,26,20,21.15550002
 08/01  05:00:00,30.32638299,0,21.01800002,26,20,21.01800002,26,0,21.01800002,26,0,21.01800002,26,20,21.01800002,26,0,21.01800002,26,0,21.01800002,26,20,21.01800002,25.99494844,0,21.01800002,30.08859568,0,21.01800002,26,20,21.01800002,26,20,21.01800002
 08/01  06:00:00,29.9870764,0,20.98050002,25.99616684,20,20.98050002,26,0,20.98050002,26,0,20.98050002,26,20,20.98050002,26,0,20.98050002,26,0,20.98050002,26,20,20.98050002,25.97114021,0,20.98050002,29.76520239,0,20.98050002,26,20,20.98050002,26,20,20.98050002
 08/01  07:00:00,29.79661255,0,21.29300002,26,20,21.29300002,26,0,21.29300002,26,0,21.29300002,26,20,21.29300002,26,0,21.29300002,26,0,21.29300002,26,20,21.29300002,25.99999999,0,21.29300002,29.58631846,0,21.29300002,26,20,21.29300002,26,20,21.29300002
 08/01  08:00:00,29.77845833,0,22.16800002,26,20,22.16800002,26,0,22.16800002,26,0,22.16800002,26,20,22.16800002,26,0,22.16800002,26,0,22.16800002,26,20,22.16800002,26,0,22.16800002,29.58286014,0,22.16800002,26,20,22.16800002,26,20,22.16800002
 08/01  09:00:00,29.86530286,0,23.26800002,26,20,23.26800002,26,0,23.26800002,26,0,23.26800002,26,20,23.26800002,26,0,23.26800002,26,0,23.26800002,26,20,23.26800002,26,0,23.26800002,29.93342127,0,23.26800002,26,20,23.26800002,26,20,23.26800002
 08/01  10:00:00,30.03423982,0,24.36800002,26,20,24.36800002,26,0,24.36800002,26,0,24.36800002,26,20,24.36800002,26,0,24.36800002,26,0,24.36800002,26,20,24.36800002,26,0,24.36800002,30.83483971,0,24.36800002,26,20,24.36800002,26,20,24.36800002
 08/01  11:00:00,30.23893382,0,24.96800002,26,20,24.96800002,26,0,24.96800002,26,0,24.96800002,26,20,24.96800002,26,0,24.96800002,26,0,24.96800002,26,20,24.96800002,26,0,24.96800002,31.90356988,0,24.96800002,26,20,24.96800002,26,20,24.96800002
 08/01  12:00:00,30.50754843,0,25.33050002,26,20,25.33050002,26,0,25.33050002,26,0,25.33050002,26,20,25.33050002,26,0,25.33050002,26,0,25.33050002,26,20,25.33050002,26,0,25.33050002,32.89735417,0,25.33050002,26,20,25.33050002,26,20,25.33050002
 08/01  13:00:00,30.84200504,0,25.66800002,26,20,25.66800002,26,0,25.66800002,26,0,25.66800002,26,20,25.66800002,26,0,25.66800002,26,0,25.66800002,26,20,25.66800002,26,0,25.66800002,33.73397418,0,25.66800002,26,20,25.66800002,26,20,25.66800002
 08/01  14:00:00,31.56506647,0,25.78050002,26,20,25.78050002,26,0,25.78050002,26,0,25.78050002,26,20,25.78050002,26,0,25.78050002,26,0,25.78050002,26,20,25.78050002,26,0,25.78050002,34.46445182,0,25.78050002,26,20,25.78050002,26,20,25.78050002
 08/01  15:00:00,32.50846223,0,25.78050002,26,20,25.78050002,26,0,25.78050002,26,0,25.78050002,26,20,25.78050002,26,0,25.78050002,26,0,25.78050002,26,20,25.78050002,26,0,25.78050002,34.98316744,0,25.78050002,26,20,25.78050002,26,20,25.78050002
 08/01  16:00:00,33.41172659,0,25.78050002,26,20,25.78050002,26,0,25.78050002,26,0,25.78050002,26,20,25.78050002,26,0,25.78050002,26,0,25.78050002,26,20,25.78050002,26,0,25.78050002,35.2436629,0,25.78050002,26,20,25.78050002,26,20,25.78050002
 08/01  17:00:00,34.02781303,0,25.90550002,26,20,25.90550002,26,0,25.90550002,26,0,25.90550002,26,20,25.90550002,26,0,25.90550002,26,0,25.90550002,26,20,25.90550002,26,0,25.90550002,35.19463754,0,25.90550002,26,20,25.90550002,26,20,25.90550002
 08/01  18:00:00,34.23333127,0,25.66800002,26,20,25.66800002,26,0,25.66800002,26,0,25.66800002,26,20,25.66800002,26,0,25.66800002,26,0,25.66800002,26,20,25.66800002,26,0,25.66800002,34.94409476,0,25.66800002,26,20,25.66800002,26,20,25.66800002
 08/01  19:00:00,33.93916402,0,25.16800002,26,20,25.16800002,26,0,25.16800002,26,0,25.16800002,26,20,25.16800002,26,0,25.16800002,26,0,25.16800002,26,20,25.16800002,26,0,25.16800002,34.60205483,0,25.16800002,26,20,25.16800002,26,20,25.16800002
 08/01  20:00:00,33.4576981,0,24.66800002,26,20,24.66800002,26,0,24.66800002,26,0,24.66800002,26,20,24.66800002,26,0,24.66800002,26,0,24.66800002,26,20,24.66800002,26,0,24.66800002,34.17700318,0,24.66800002,26,20,24.66800002,26,20,24.66800002
 08/01  21:00:00,32.99014288,0,24.16800002,26,20,24.16800002,26,0,24.16800002,26,0,24.16800002,26,20,24.16800002,26,0,24.16800002,26,0,24.16800002,26,20,24.16800002,26,0,24.16800002,33.72154325,0,24.16800002,26,20,24.16800002,26,20,24.16800002
 08/01  22:00:00,32.54855752,0,23.66800002,26,20,23.66800002,26,0,23.66800002,26,0,23.66800002,26,20,23.66800002,26,0,23.66800002,26,0,23.66800002,26,20,23.66800002,26,0,23.66800002,33.26175542,0,23.66800002,26,20,23.66800002,26,20,23.66800002
 08/01  23:00:00,32.12819735,0,23.35550002,26,20,23.35550002,26,0,23.35550002,26,0,23.35550002,26,20,23.35550002,26,0,23.35550002,26,0,23.35550002,26,20,23.35550002,26,0,23.35550002,32.81188053,0,23.35550002,26,20,23.35550002,26,20,23.35550002
 08/01  24:00:00,31.72638254,0,23.09300002,26,20,23.09300002,26,0,23.09300002,26,0,23.09300002,26,20,23.09300002,26,0,23.09300002,26,0,23.09300002,26,20,23.09300002,26,0,23.09300002,32.37539128,0,23.09300002,26,20,23.09300002,26,20,23.09300002
 08/02  01:00:00,31.3379036,0,22.85550002,26,20,22.85550002,26,20,22.85550002,26,0,22.85550002,26,20,22.85550002,26,0,22.85550002,26,0,22.85550002,26,20,22.85550002,26,0,22.85550002,31.95323412,0,22.85550002,26,20,22.85550002,26,20,22.85550002
 08/02  02:00:00,30.96863072,0,22.59300002,26,20,22.59300002,26,20,22.59300002,26,0,22.59300002,26,20,22.59300002,26,0,22.59300002,26,0,22.59300002,26,20,22.59300002,26,0,22.59300002,31.55122065,0,22.59300002,26,20,22.59300002,26,20,22.59300002
 08/02  03:00:00,30.6086933,0,22.23050002,26,20,22.23050002,26,20,22.23050002,26,0,22.23050002,26,20,22.23050002,26,0,22.23050002,26,0,22.23050002,26,20,22.23050002,26,0,22.23050002,31.16014347,0,22.23050002,26,20,22.23050002,26,20,22.23050002
 08/02  04:00:00,30.26171839,0,21.89300002,26,20,21.89300002,26,20,21.89300002,26,0,21.89300002,26,20,21.89300002,26,0,21.89300002,26,0,21.89300002,26,20,21.89300002,26,0,21.89300002,30.78106647,0,21.89300002,26,20,21.89300002,26,20,21.89300002
 08/02  05:00:00,29.9372748,0,21.71800002,26,20,21.71800002,26,20,21.71800002,26,0,21.71800002,26,20,21.71800002,26,0,21.71800002,26,0,21.71800002,26,20,21.71800002,26,0,21.71800002,30.42542007,0,21.71800002,26,20,21.71800002,26,20,21.71800002
 08/02  06:00:00,29.643604,0,21.55550002,26,20,21.55550002,26,20,21.55550002,26,0,21.55550002,26,20,21.55550002,26,0,21.55550002,26,0,21.55550002,26,20,21.55550002,26,0,21.55550002,30.10197476,0,21.55550002,26,20,21.55550002,26,20,21.55550002
 08/02  07:00:00,29.4566366,0,21.41800002,26,20,21.41800002,26,20,21.41800002,26,0,21.41800002,26,20,21.41800002,26,0,21.41800002,26,0,21.41800002,26,20,21.41800002,26,0,21.41800002,29.8872189,0,21.41800002,26,20,21.41800002,26,20,21.41800002
 08/02  08:00:00,29.45817315,0,22.06800002,26,20,22.06800002,26,20,22.06800002,26,0,22.06800002,26,20,22.06800002,26,0,22.06800002,26,0,22.06800002,26,20,22.06800002,26,0,22.06800002,29.86361062,0,22.06800002,26,20,22.06800002,26,20,22.06800002
 08/02  09:00:00,29.62920295,0,23.23050002,26,20,23.23050002,26,20,23.23050002,26,0,23.23050002,26,20,23.23050002,26,0,23.23050002,26,0,23.23050002,26,20,23.23050002,26,0,23.23050002,30.18222733,0,23.23050002,26,20,23.23050002,26,20,23.23050002
 08/02  10:00:00,29.91893999,0,24.36800002,26,20,24.36800002,26,20,24.36800002,26,0,24.36800002,26,20,24.36800002,26,0,24.36800002,26,0,24.36800002,26,20,24.36800002,26,0,24.36800002,30.88612534,0,24.36800002,26,20,24.36800002,26,20,24.36800002
 08/02  11:00:00,30.22062977,0,24.96800002,26,20,24.96800002,26,20,24.96800002,26,0,24.96800002,26,20,24.96800002,26,0,24.96800002,26,0,24.96800002,26,20,24.96800002,26,0,24.96800002,31.84872552,0,24.96800002,26,20,24.96800002,26,20,24.96800002
 08/02  12:00:00,30.49392464,0,25.20550002,26,20,25.20550002,26,20,25.20550002,26,0,25.20550002,26,20,25.20550002,26,0,25.20550002,26,0,25.20550002,26,20,25.20550002,26,0,25.20550002,32.93249768,0,25.20550002,26,20,25.20550002,26,20,25.20550002
 08/02  13:00:00,30.77175934,0,25.46800002,26,20,25.46800002,26,20,25.46800002,26,0,25.46800002,26,20,25.46800002,26,0,25.46800002,26,0,25.46800002,26,20,25.46800002,26,0,25.46800002,34.04746058,0,25.46800002,26,20,25.46800002,26,20,25.46800002
 08/02  14:00:00,31.62408154,0,25.58050002,26,20,25.58050002,26,20,25.58050002,26,0,25.58050002,26,20,25.58050002,26,0,25.58050002,26,0,25.58050002,26,20,25.58050002,26,0,25.58050002,34.97732783,0,25.58050002,26,20,25.58050002,26,20,25.58050002
 08/02  15:00:00,32.83505353,0,25.58050002,26,20,25.58050002,26,20,25.58050002,26,0,25.58050002,26,20,25.58050002,26,0,25.58050002,26,0,25.58050002,26,20,25.58050002,26,0,25.58050002,35.6578675,0,25.58050002,26,20,25.58050002,26,20,25.58050002
 08/02  16:00:00,34.11258711,0,25.58050002,26,20,25.58050002,26,20,25.58050002,26,0,25.58050002,26,20,25.58050002,26,0,25.58050002,26,0,25.58050002,26,20,25.58050002,26,0,25.58050002,36.04700863,0,25.58050002,26,20,25.58050002,26,20,25.58050002
 08/02  17:00:00,35.32649772,0,25.70550002,26,20,25.70550002,26,20,25.70550002,26,0,25.70550002,26,20,25.70550002,26,0,25.70550002,26,0,25.70550002,26,20,25.70550002,26,0,25.70550002,36.0057708,0,25.70550002,26,20,25.70550002,26,20,25.70550002
 08/02  18:00:00,36.01629309,0,25.90550002,26,20,25.90550002,26,20,25.90550002,26,0,25.90550002,26,20,25.90550002,26,0,25.90550002,26,0,25.90550002,26,20,25.90550002,26,0,25.90550002,35.73386532,0,25.90550002,26,20,25.90550002,26,20,25.90550002
 08/02  19:00:00,35.8645017,0,25.35550002,26,20,25.35550002,26,20,25.35550002,26,0,25.35550002,26,20,25.35550002,26,0,25.35550002,26,0,25.35550002,26,20,25.35550002,26,0,25.35550002,35.42978729,0,25.35550002,26,20,25.35550002,26,20,25.35550002
 08/02  20:00:00,35.24414729,0,24.66800002,26,20,24.66800002,26,20,24.66800002,26,0,24.66800002,26,20,24.66800002,26,0,24.66800002,26,0,24.66800002,26,20,24.66800002,26,0,24.66800002,35.0156272,0,24.66800002,26,20,24.66800002,26,20,24.66800002
 08/02  21:00:00,34.64238118,0,24.10550002,26,20,24.10550002,26,20,24.10550002,26,0,24.10550002,26,20,24.10550002,26,0,24.10550002,26,0,24.10550002,26,20,24.10550002,26,0,24.10550002,34.56264516,0,24.10550002,26,20,24.10550002,26,20,24.10550002
 08/02  22:00:00,34.09650695,0,23.56800002,26,20,23.56800002,26,20,23.56800002,26,0,23.56800002,26,20,23.56800002,26,0,23.56800002,26,0,23.56800002,26,20,23.56800002,26,0,23.56800002,34.08222484,0,23.56800002,26,20,23.56800002,26,20,23.56800002
 08/02  23:00:00,33.56447695,0,23.13050002,26,20,23.13050002,26,20,23.13050002,26,0,23.13050002,26,20,23.13050002,26,0,23.13050002,26,0,23.13050002,26,20,23.13050002,26,0,23.13050002,33.58802246,0,23.13050002,26,20,23.13050002,26,20,23.13050002
 08/02  24:00:00,33.05684167,0,22.85550002,26,20,22.85550002,26,20,22.85550002,26,0,22.85550002,26,20,22.85550002,26,0,22.85550002,26,0,22.85550002,26,20,22.85550002,26,0,22.85550002,33.10363674,0,22.85550002,26,20,22.85550002,26,20,22.85550002
 08/03  01:00:00,32.57582407,0,22.65550002,26,20,22.65550002,26,20,22.65550002,26,0,22.65550002,26,0,22.65550002,26,20,22.65550002,26,0,22.65550002,26,20,22.65550002,26,0,22.65550002,32.63664044,0,22.65550002,26,20,22.65550002,26,20,22.65550002
 08/03  02:00:00,32.13716334,0,22.64300002,26,20,22.64300002,26,20,22.64300002,26,0,22.64300002,26,0,22.64300002,26,20,22.64300002,26,0,22.64300002,26,20,22.64300002,26,0,22.64300002,32.20588808,0,22.64300002,26,20,22.64300002,26,20,22.64300002
 08/03  03:00:00,31.73523985,0,22.68050002,26,20,22.68050002,26,20,22.68050002,26,0,22.68050002,26,0,22.68050002,26,20,22.68050002,26,0,22.68050002,26,20,22.68050002,26,0,22.68050002,31.81103548,0,22.68050002,26,20,22.68050002,26,20,22.68050002
 08/03  04:00:00,31.36422113,0,22.74300002,26,20,22.74300002,26,20,22.74300002,26,0,22.74300002,26,0,22.74300002,26,20,22.74300002,26,0,22.74300002,26,20,22.74300002,26,0,22.74300002,31.44654695,0,22.74300002,26,20,22.74300002,26,20,22.74300002
 08/03  05:00:00,31.02446925,0,22.84300002,26,20,22.84300002,26,20,22.84300002,26,0,22.84300002,26,0,22.84300002,26,20,22.84300002,26,0,22.84300002,26,20,22.84300002,26,0,22.84300002,31.10334016,0,22.84300002,26,20,22.84300002,26,20,22.84300002
 08/03  06:00:00,30.71774583,0,23.00550002,26,20,23.00550002,26,20,23.00550002,26,0,23.00550002,26,0,23.00550002,26,20,23.00550002,26,0,23.00550002,26,20,23.00550002,26,0,23.00550002,30.7936777,0,23.00550002,26,20,23.00550002,26,20,23.00550002
 08/03  07:00:00,30.49596316,0,23.14300002,26,20,23.14300002,26,20,23.14300002,26,0,23.14300002,26,0,23.14300002,26,20,23.14300002,26,0,23.14300002,26,20,23.14300002,26,0,23.14300002,30.56988948,0,23.14300002,26,20,23.14300002,26,20,23.14300002
 08/03  08:00:00,30.4150143,0,23.43050002,26,20,23.43050002,26,20,23.43050002,26,0,23.43050002,26,0,23.43050002,26,20,23.43050002,26,0,23.43050002,26,20,23.43050002,26,0,23.43050002,30.48757191,0,23.43050002,26,20,23.43050002,26,20,23.43050002
 08/03  09:00:00,30.47206449,0,23.76800002,26,20,23.76800002,26,20,23.76800002,26,0,23.76800002,26,0,23.76800002,26,20,23.76800002,26,0,23.76800002,26,20,23.76800002,26,0,23.76800002,30.58824456,0,23.76800002,26,20,23.76800002,26,20,23.76800002
 08/03  10:00:00,30.64490724,0,24.13050002,26,20,24.13050002,26,20,24.13050002,26,0,24.13050002,26,0,24.13050002,26,20,24.13050002,26,0,24.13050002,26,20,24.13050002,26,0,24.13050002,30.91806966,0,24.13050002,26,20,24.13050002,26,20,24.13050002
 08/03  11:00:00,30.87312164,0,24.46800002,26,20,24.46800002,26,20,24.46800002,26,0,24.46800002,26,0,24.46800002,26,20,24.46800002,26,0,24.46800002,26,20,24.46800002,26,0,24.46800002,31.46459889,0,24.46800002,26,20,24.46800002,26,20,24.46800002
 08/03  12:00:00,31.13583359,0,24.83050002,26,20,24.83050002,26,20,24.83050002,26,0,24.83050002,26,0,24.83050002,26,20,24.83050002,26,0,24.83050002,26,20,24.83050002,26,0,24.83050002,32.12870214,0,24.83050002,26,20,24.83050002,26,20,24.83050002
 08/03  13:00:00,31.45732026,0,25.23050002,26,20,25.23050002,26,20,25.23050002,26,0,25.23050002,26,0,25.23050002,26,20,25.23050002,26,0,25.23050002,26,20,25.23050002,26,0,25.23050002,32.84391432,0,25.23050002,26,20,25.23050002,26,20,25.23050002
 08/03  14:00:00,32.09159307,0,25.44300002,26,20,25.44300002,26,20,25.44300002,26,0,25.44300002,26,0,25.44300002,26,20,25.44300002,26,0,25.44300002,26,20,25.44300002,26,0,25.44300002,33.60325991,0,25.44300002,26,20,25.44300002,26,20,25.44300002
 08/03  15:00:00,33.07009974,0,25.60550002,26,20,25.60550002,26,20,25.60550002,26,0,25.60550002,26,0,25.60550002,26,20,25.60550002,26,0,25.60550002,26,20,25.60550002,26,0,25.60550002,34.25102357,0,25.60550002,26,20,25.60550002,26,20,25.60550002
 08/03  16:00:00,34.17826709,0,25.74300002,26,20,25.74300002,26,20,25.74300002,26,0,25.74300002,26,0,25.74300002,26,20,25.74300002,26,0,25.74300002,26,20,25.74300002,26,0,25.74300002,34.63333994,0,25.74300002,26,20,25.74300002,26,20,25.74300002
 08/03  17:00:00,35.07005964,0,25.40550002,26,20,25.40550002,26,20,25.40550002,26,0,25.40550002,26,0,25.40550002,26,20,25.40550002,26,0,25.40550002,26,20,25.40550002,26,0,25.40550002,34.55754372,0,25.40550002,26,20,25.40550002,26,20,25.40550002
 08/03  18:00:00,35.44997469,0,24.80550002,26,20,24.80550002,26,20,24.80550002,26,0,24.80550002,26,0,24.80550002,26,20,24.80550002,26,0,24.80550002,26,20,24.80550002,26,0,24.80550002,34.23756474,0,24.80550002,26,20,24.80550002,26,20,24.80550002
 08/03  19:00:00,35.14954219,0,24.20550002,26,20,24.20550002,26,20,24.20550002,26,0,24.20550002,26,0,24.20550002,26,20,24.20550002,26,0,24.20550002,26,20,24.20550002,26,0,24.20550002,33.90678847,0,24.20550002,26,20,24.20550002,26,20,24.20550002
 08/03  20:00:00,34.53722208,0,23.91800002,26,20,23.91800002,26,20,23.91800002,26,0,23.91800002,26,0,23.91800002,26,20,23.91800002,26,0,23.91800002,26,20,23.91800002,26,0,23.91800002,33.51985894,0,23.91800002,26,20,23.91800002,26,20,23.91800002
 08/03  21:00:00,33.96567436,0,23.75550002,26,20,23.75550002,26,20,23.75550002,26,0,23.75550002,26,0,23.75550002,26,20,23.75550002,26,0,23.75550002,26,20,23.75550002,26,0,23.75550002,33.11938045,0,23.75550002,26,20,23.75550002,26,20,23.75550002
 08/03  22:00:00,33.46319051,0,23.61800002,26,20,23.61800002,26,20,23.61800002,26,0,23.61800002,26,0,23.61800002,26,20,23.61800002,26,0,23.61800002,26,20,23.61800002,26,0,23.61800002,32.7205148,0,23.61800002,26,20,23.61800002,26,20,23.61800002
 08/03  23:00:00,33.00535214,0,23.64300002,26,20,23.64300002,26,20,23.64300002,26,0,23.64300002,26,0,23.64300002,26,20,23.64300002,26,0,23.64300002,26,20,23.64300002,26,0,23.64300002,32.34050319,0,23.64300002,26,20,23.64300002,26,20,23.64300002
 08/03  24:00:00,32.59653143,0,23.80550002,26,20,23.80550002,26,20,23.80550002,26,0,23.80550002,26,0,23.80550002,26,20,23.80550002,26,0,23.80550002,26,20,23.80550002,26,0,23.80550002,31.99481561,0,23.80550002,26,20,23.80550002,26,20,23.80550002
 08/04  01:00:00,32.21894861,0,23.94300002,26,0,23.94300002,26,20,23.94300002,26,20,23.94300002,26,0,23.94300002,26,20,23.94300002,26,0,23.94300002,26,20,23.94300002,26,20,23.94300002,31.67536375,0,23.94300002,26,20,23.94300002,26,20,23.94300002
