Time,T0,u0,Te0,T1,u1,Te1,T2,u2,Te2,T3,u3,Te3,T4,u4,Te4,T5,u5,Te5,T6,u6,Te6,T7,u7,Te7,T8,u8,Te8,T9,u9,Te9,T10,u10,Te10,T11,u11,Te11
 01/14  23:00:00,17.62147155,0,12.04300002,17.8022131,0,12.04300002,18.28540741,0,12.04300002,20,20,12.04300002,19.19929844,0,12.04300002,18.54111335,0,12.04300002,20,20,12.04300002,20,20,12.04300002,18.00927676,0,12.04300002,18.55453077,0,12.04300002,20,20,12.04300002,20,20,12.04300002
 01/14  24:00:00,17.56547954,0,12.08050002,17.74923715,0,12.08050002,18.22294468,0,12.08050002,20,20,12.08050002,19.14107218,0,12.08050002,18.49748373,0,12.08050002,20,20,12.08050002,20,20,12.08050002,17.95178904,0,12.08050002,18.45826046,0,12.08050002,20,20,12.08050002,20,20,12.08050002
 01/15  01:00:00,17.51107565,0,12.14300002,17.69856481,0,12.14300002,18.16363766,0,12.14300002,20,20,12.14300002,19.08592139,0,12.14300002,18.45790372,0,12.14300002,20,20,12.14300002,20,20,12.14300002,17.89732752,0,12.14300002,18.3664594,0,12.14300002,20,20,12.14300002,20,20,12.14300002
 01/15  02:00:00,17.40965367,0,11.68050002,17.59996772,0,11.68050002,18.05430694,0,11.68050002,20,20,11.68050002,18.99923702,0,11.68050002,18.36473104,0,11.68050002,20,20,11.68050002,20,20,11.68050002,17.79465564,0,11.68050002,18.22350856,0,11.68050002,20,20,11.68050002,20,20,11.68050002
 01/15  03:00:00,17.25540349,0,10.94300002,17.44912208,0,10.94300002,17.88543561,0,10.94300002,20,20,10.94300002,18.88634927,0,10.94300002,18.20963325,0,10.94300002,20,20,10.94300002,20,20,10.94300002,17.63825668,0,10.94300002,18.0217746,0,10.94300002,20,20,10.94300002,20,20,10.94300002
 01/15  04:00:00,17.07451829,0,10.18050002,17.27418733,0,10.18050002,17.69349839,0,10.18050002,20,20,10.18050002,18.75651817,0,10.18050002,18.03870171,0,10.18050002,20,20,10.18050002,20,20,10.18050002,17.45766496,0,10.18050002,17.81156495,0,10.18050002,20,20,10.18050002,20,20,10.18050002
 01/15  05:00:00,16.8947335,0,9.630500018,17.10368391,0,9.630500018,17.51449834,0,9.630500018,20,20,9.630500018,18.6286678,0,9.630500018,17.88361399,0,9.630500018,20,20,9.630500018,20,20,9.630500018,17.28533079,0,9.630500018,17.61174503,0,9.630500018,20,20,9.630500018,20,20,9.630500018
 01/15  06:00:00,16.7352634,0,9.230500018,16.95228371,0,9.230500018,17.35666101,0,9.230500018,20,20,9.230500018,18.50514779,0,9.230500018,17.74751166,0,9.230500018,20,20,9.230500018,20,20,9.230500018,17.13170465,0,9.230500018,17.42888569,0,9.230500018,20,20,9.230500018,20,20,9.230500018
 01/15  07:00:00,16.57303256,0,8.830500018,16.79856315,0,8.830500018,17.19695883,0,8.830500018,20,20,8.830500018,18.37751558,0,8.830500018,17.61005488,0,8.830500018,20,20,8.830500018,20,20,8.830500018,16.97557623,0,8.830500018,17.24386903,0,8.830500018,20,20,8.830500018,20,20,8.830500018
 01/15  08:00:00,16.44795073,0,8.868000018,16.68240437,0,8.868000018,17.07539369,0,8.868000018,20,20,8.868000018,18.27584433,0,8.868000018,17.51073083,0,8.868000018,20,20,8.868000018,20,20,8.868000018,16.85683057,0,8.868000018,17.09647727,0,8.868000018,20,20,8.868000018,20,20,8.868000018
 01/15  09:00:00,16.39226317,0,9.105500018,16.75695539,0,9.105500018,17.02354801,0,9.105500018,20,20,9.105500018,18.23660384,0,9.105500018,17.47770104,0,9.105500018,20,20,9.105500018,20,20,9.105500018,16.8054671,0,9.105500018,17.11835848,0,9.105500018,20,20,9.105500018,20,20,9.105500018
 01/15  10:00:00,16.43876233,0,9.368000018,17.38085264,0,9.368000018,17.07188501,0,9.368000018,20,20,9.368000018,18.30629038,0,9.368000018,17.59545057,0,9.368000018,20,20,9.368000018,20,20,9.368000018,16.8487854,0,9.368000018,17.75489699,0,9.368000018,20.01810434,20,9.368000018,20,20,9.368000018
 01/15  11:00:00,16.57391403,0,10.04300002,18.24408417,0,10.04300002,17.2079479,0,10.04300002,20.18747702,20,10.04300002,18.44789114,0,10.04300002,17.96544838,0,10.04300002,20,20,10.04300002,20,20,10.04300002,16.9771971,0,10.04300002,19.05303148,0,10.04300002,20.88203978,20,10.04300002,20,20,10.04300002
 01/15  12:00:00,16.78859353,0,10.94300002,18.87455231,0,10.94300002,17.41806452,0,10.94300002,20.60142571,20,10.94300002,18.63323395,0,10.94300002,18.38436312,0,10.94300002,20,20,10.94300002,20,20,10.94300002,17.1885291,0,10.94300002,20.63871237,0,10.94300002,22.41975052,20,10.94300002,20,20,10.94300002
 01/15  13:00:00,17.04925606,0,11.84300002,18.93330659,0,11.84300002,17.67664182,0,11.84300002,20.50607234,20,11.84300002,18.86391324,0,11.84300002,18.59049353,0,11.84300002,20,20,11.84300002,20,20,11.84300002,17.43674793,0,11.84300002,22.17314805,0,11.84300002,23.94379134,20,11.84300002,20,20,11.84300002
 01/15  14:00:00,17.6952953,0,11.68050002,18.90499561,0,11.68050002,18.32973029,0,11.68050002,20.35516947,20,11.68050002,19.52271456,0,11.68050002,18.68789722,0,11.68050002,20.13824437,20,11.68050002,20,20,11.68050002,17.60414514,0,11.68050002,23.3650015,0,11.68050002,24.98558214,20,11.68050002,20,20,11.68050002
 01/15  15:00:00,18.35748075,0,10.94300002,18.82381613,0,10.94300002,18.97831188,0,10.94300002,20.17634598,20,10.94300002,20.21422488,0,10.94300002,18.66128917,0,10.94300002,20.64176302,20,10.94300002,20,20,10.94300002,17.6316927,0,10.94300002,23.86234103,0,10.94300002,25.22753106,20,10.94300002,20,20,10.94300002
 01/15  16:00:00,18.54739252,0,10.18050002,18.67614349,0,10.18050002,19.15820618,0,10.18050002,20.01122873,20,10.18050002,20.4556003,0,10.18050002,18.56985112,0,10.18050002,20.76131918,20,10.18050002,20,20,10.18050002,17.57386028,0,10.18050002,23.66529007,0,10.18050002,24.79725042,20,10.18050002,20,20,10.18050002
 01/15  17:00:00,18.2856923,0,9.505500018,18.43748296,0,9.505500018,18.90636838,0,9.505500018,20,20,9.505500018,20.249187,0,9.505500018,18.39621913,0,9.505500018,20.45026928,20,9.505500018,20,20,9.505500018,17.41742964,0,9.505500018,23.09727151,0,9.505500018,23.99007852,20,9.505500018,20,20,9.505500018
 01/15  18:00:00,17.98549713,0,8.968000018,18.17574931,0,8.968000018,18.62232802,0,8.968000018,20,20,8.968000018,19.99477411,0,8.968000018,18.19835732,0,8.968000018,20.11330321,20,8.968000018,20,20,8.968000018,17.23176596,0,8.968000018,22.5607727,0,8.968000018,23.2627568,20,8.968000018,20,20,8.968000018
 01/15  19:00:00,17.73539906,0,8.405500018,17.92795391,0,8.405500018,18.38075463,0,8.405500018,20,20,8.405500018,19.77890714,0,8.405500018,18.00990224,0,8.405500018,20.00000012,20,8.405500018,20,20,8.405500018,17.05420095,0,8.405500018,22.06805443,0,8.405500018,22.62024646,20,8.405500018,20,20,8.405500018
 01/15  20:00:00,17.50723296,0,8.055500018,17.70064986,0,8.055500018,18.15902993,0,8.055500018,20,20,8.055500018,19.57439485,0,8.055500018,17.84125632,0,8.055500018,20,20,8.055500018,20,20,8.055500018,16.89280393,0,8.055500018,21.59737185,0,8.055500018,22.04484154,20,8.055500018,20,20,8.055500018
 01/15  21:00:00,17.30253767,0,7.918000018,17.50000316,0,7.918000018,17.9604339,0,7.918000018,20,20,7.918000018,19.38437807,0,7.918000018,17.69806629,0,7.918000018,20,20,7.918000018,20,20,7.918000018,16.753119,0,7.918000018,21.15640275,0,7.918000018,21.54089959,20,7.918000018,20,20,7.918000018
 01/15  22:00:00,17.10331399,0,7.755500018,17.30538265,0,7.755500018,17.76734036,0,7.755500018,20,20,7.755500018,19.19650132,0,7.755500018,17.55975609,0,7.755500018,20,20,7.755500018,20,20,7.755500018,16.61488155,0,7.755500018,20.73220735,0,7.755500018,21.07039499,20,7.755500018,20,20,7.755500018
 01/15  23:00:00,16.91617861,0,7.680500018,17.12416338,0,7.680500018,17.58795165,0,7.680500018,20,20,7.680500018,19.02347736,0,7.680500018,17.43375786,0,7.680500018,20,20,7.680500018,20,20,7.680500018,16.485975,0,7.680500018,20.333491,0,7.680500018,20.64490226,20,7.680500018,20,20,7.680500018
 01/15  24:00:00,16.73959351,0,7.618000018,16.9552846,0,7.618000018,17.41910815,0,7.618000018,20,20,7.618000018,18.85946666,0,7.618000018,17.31943578,0,7.618000018,20,20,7.618000018,20,20,7.618000018,16.36635356,0,7.618000018,19.96090103,0,7.618000018,20.25863193,20,7.618000018,20,20,7.618000018
 01/16  01:00:00,16.57853083,0,7.580500018,19.9962105,20,7.580500018,17.26515099,0,7.580500018,18.7668004,0,7.580500018,18.71188529,0,7.580500018,17.21645509,0,7.580500018,19.04827175,0,7.580500018,20,20,7.580500018,16.25719337,0,7.580500018,19.62287177,0,7.580500018,20.01517202,20,7.580500018,20,20,7.580500018
 01/16  02:00:00,16.3992275,0,7.393000018,20,20,7.393000018,17.09307726,0,7.393000018,18.22367877,0,7.393000018,18.54645484,0,7.393000018,17.09519299,0,7.393000018,18.59023251,0,7.393000018,20,20,7.393000018,16.13147135,0,7.393000018,19.26467058,0,7.393000018,20,20,7.393000018,20,20,7.393000018
 01/16  03:00:00,16.22281472,0,7.155500018,20,20,7.155500018,16.92319411,0,7.155500018,17.95488603,0,7.155500018,18.38371222,0,7.155500018,16.96664265,0,7.155500018,18.326304,0,7.155500018,20,20,7.155500018,16.00316808,0,7.155500018,18.92318823,0,7.155500018,20,20,7.155500018,20,20,7.155500018
 01/16  04:00:00,16.04745321,0,6.893000018,20,20,6.893000018,16.7538581,0,6.893000018,17.71452435,0,6.893000018,18.2185616,0,6.893000018,16.83414838,0,6.893000018,18.07739667,0,6.893000018,20,20,6.893000018,15.87346543,0,6.893000018,18.59126712,0,6.893000018,20,20,6.893000018,20,20,6.893000018
 01/16  05:00:00,15.86586717,0,6.593000018,20,20,6.593000018,16.57811608,0,6.593000018,17.48440342,0,6.593000018,18.04762608,0,6.593000018,16.69382247,0,6.593000018,17.83153331,0,6.593000018,20,20,6.593000018,15.73644052,0,6.593000018,18.26255259,0,6.593000018,20,20,6.593000018,20,20,6.593000018
 01/16  06:00:00,15.67763238,0,6.230500018,20,20,6.230500018,16.39565266,0,6.230500018,17.25853751,0,6.230500018,17.870814,0,6.230500018,16.54576392,0,6.230500018,17.58541855,0,6.230500018,20,20,6.230500018,15.59167745,0,6.230500018,17.93631839,0,6.230500018,20,20,6.230500018,20,20,6.230500018
 01/16  07:00:00,15.48315072,0,5.830500018,20,20,5.830500018,16.20707346,0,5.830500018,17.03430489,0,5.830500018,17.68966831,0,5.830500018,16.39041594,0,5.830500018,17.33798474,0,5.830500018,20,20,5.830500018,15.43936162,0,5.830500018,17.61239063,0,5.830500018,20,20,5.830500018,20,20,5.830500018
 01/16  08:00:00,15.30894766,0,5.680500018,20,20,5.680500018,16.03883496,0,5.680500018,16.83616622,0,5.680500018,17.52758021,0,5.680500018,16.25404271,0,5.680500018,17.11389478,0,5.680500018,20,20,5.680500018,15.30596231,0,5.680500018,17.31567267,0,5.680500018,20,20,5.680500018,20,20,5.680500018
 01/16  09:00:00,15.16872921,0,5.618000018,20,20,5.618000018,15.90437164,0,5.618000018,16.67739002,0,5.618000018,17.39521381,0,5.618000018,16.14822374,0,5.618000018,16.92799887,0,5.618000018,20,20,5.618000018,15.2040661,0,5.618000018,17.06234684,0,5.618000018,20,20,5.618000018,20,20,5.618000018
 01/16  10:00:00,15.04465358,0,5.580500018,20,20,5.580500018,15.78148423,0,5.580500018,16.56562745,0,5.580500018,17.23602715,0,5.580500018,16.04938083,0,5.580500018,16.75176263,0,5.580500018,20,20,5.580500018,15.11266656,0,5.580500018,16.86259452,0,5.580500018,20,20,5.580500018,20,20,5.580500018
 01/16  11:00:00,15.08362386,0,6.018000018,20,20,6.018000018,15.82307865,0,6.018000018,16.77879295,0,6.018000018,17.30086055,0,6.018000018,16.15850589,0,6.018000018,16.74658079,0,6.018000018,20,20,6.018000018,15.17551656,0,6.018000018,17.12335713,0,6.018000018,20,20,6.018000018,20,20,6.018000018
 01/16  12:00:00,15.26858078,0,6.655500018,20,20,6.655500018,16.01281734,0,6.655500018,17.18048776,0,6.655500018,17.50507171,0,6.655500018,16.44919515,0,6.655500018,16.90022472,0,6.655500018,20,20,6.655500018,15.37572963,0,6.655500018,17.95765394,0,6.655500018,20.00890209,20,6.655500018,20,20,6.655500018
 01/16  13:00:00,15.45272853,0,7.318000018,20,20,7.318000018,16.2007739,0,7.318000018,17.29738666,0,7.318000018,17.68653671,0,7.318000018,16.61036476,0,7.318000018,17.06364878,0,7.318000018,20,20,7.318000018,15.5498547,0,7.318000018,19.05424901,0,7.318000018,20.6467158,20,7.318000018,20,20,7.318000018
 01/16  14:00:00,16.02754408,0,7.643000018,20,20,7.643000018,16.77752284,0,7.643000018,17.34036307,0,7.643000018,18.27612147,0,7.643000018,16.71406882,0,7.643000018,17.63179708,0,7.643000018,20,20,7.643000018,15.69149683,0,7.643000018,20.22912835,0,7.643000018,21.69167441,20,7.643000018,20,20,7.643000018
 01/16  15:00:00,16.77169425,0,7.805500018,20,20,7.805500018,17.51704169,0,7.805500018,17.3620497,0,7.805500018,19.02724015,0,7.805500018,16.77820526,0,7.805500018,18.36760335,0,7.805500018,20,20,7.805500018,15.78197249,0,7.805500018,20.97003973,0,7.805500018,22.28763205,20,7.805500018,20,20,7.805500018
 01/16  16:00:00,17.3320531,0,7.943000018,20,20,7.943000018,18.07610164,0,7.943000018,17.32232976,0,7.943000018,19.58377371,0,7.943000018,16.78296,0,7.943000018,18.92539834,0,7.943000018,20,20,7.943000018,15.80964875,0,7.943000018,21.24009144,0,7.943000018,22.42030229,20,7.943000018,20,20,7.943000018
 01/16  17:00:00,17.21502946,0,7.668000018,20,20,7.668000018,17.96651609,0,7.668000018,17.17513314,0,7.668000018,19.45828099,0,7.668000018,16.6853714,0,7.668000018,18.8132954,0,7.668000018,20,20,7.668000018,15.72894897,0,7.668000018,20.82589157,0,7.668000018,21.82491617,20,7.668000018,20,20,7.668000018
 01/16  18:00:00,16.86922363,0,7.230500018,20,20,7.230500018,17.64059357,0,7.230500018,16.96847461,0,7.230500018,19.1371922,0,7.230500018,16.52814417,0,7.230500018,18.47614229,0,7.230500018,20,20,7.230500018,15.58295759,0,7.230500018,20.32190649,0,7.230500018,21.14045945,20,7.230500018,20,20,7.230500018
 01/16  19:00:00,16.59494282,0,6.768000018,20,20,6.768000018,17.37798467,0,6.768000018,16.76948111,0,6.768000018,18.8826225,0,6.768000018,16.37402859,0,6.768000018,18.19818672,0,6.768000018,20,20,6.768000018,15.43922132,0,6.768000018,19.88760562,0,6.768000018,20.56552321,20,6.768000018,20,20,6.768000018
 01/16  20:00:00,16.35410552,0,6.455500018,20,20,6.455500018,17.14259478,0,6.455500018,16.58865204,0,6.455500018,18.65265008,0,6.455500018,16.23424455,0,6.455500018,17.94540894,0,6.455500018,20,20,6.455500018,15.3083425,0,6.455500018,19.47166748,0,6.455500018,20.08612102,20,6.455500018,20,20,6.455500018
 01/16  21:00:00,16.13188039,0,6.255500018,20,20,6.255500018,16.92446001,0,6.255500018,16.42573271,0,6.255500018,18.43380171,0,6.255500018,16.1089948,0,6.255500018,17.7081941,0,6.255500018,20,20,6.255500018,15.19003806,0,6.255500018,19.06987323,0,6.255500018,20,20,6.255500018,20,20,6.255500018
 01/16  22:00:00,15.91573735,0,6.055500018,20,20,6.055500018,16.7124401,0,6.055500018,16.26812682,0,6.055500018,18.22003823,0,6.055500018,15.98596704,0,6.055500018,17.47593221,0,6.055500018,20,20,6.055500018,15.07188832,0,6.055500018,18.67794888,0,6.055500018,20,20,6.055500018,20,20,6.055500018
 01/16  23:00:00,15.71692049,0,5.980500018,20,20,5.980500018,16.51814247,0,5.980500018,16.12649669,0,5.980500018,18.02148076,0,5.980500018,15.87609445,0,5.980500018,17.25943524,0,5.980500018,20,20,5.980500018,14.96534646,0,5.980500018,18.31060561,0,5.980500018,20,20,5.980500018,20,20,5.980500018
 01/16  24:00:00,15.53982163,0,6.043000018,20,20,6.043000018,16.34637283,0,6.043000018,16.00509852,0,6.043000018,17.84051416,0,6.043000018,15.78434778,0,6.043000018,17.06615857,0,6.043000018,20,20,6.043000018,14.87592411,0,6.043000018,17.97545295,0,6.043000018,20,20,6.043000018,20,20,6.043000018
 01/17  01:00:00,15.37515509,0,6.080500018,20,20,6.080500018,16.18681952,0,6.080500018,15.89426604,0,6.080500018,19.99696577,20,6.080500018,15.70046223,0,6.080500018,16.88499753,0,6.080500018,20,20,6.080500018,14.79364006,0,6.080500018,17.66564057,0,6.080500018,20,20,6.080500018,20,20,6.080500018
 01/17  02:00:00,15.23596922,0,6.330500018,20,20,6.330500018,16.06025888,0,6.330500018,15.80882184,0,6.330500018,20,20,6.330500018,15.64022853,0,6.330500018,16.73501253,0,6.330500018,20,20,6.330500018,14.73565378,0,6.330500018,17.38605345,0,6.330500018,20,20,6.330500018,20,20,6.330500018
 01/17  03:00:00,15.14461679,0,6.793000018,20,20,6.793000018,15.98901396,0,6.793000018,15.76644839,0,6.793000018,20,20,6.793000018,15.61982342,0,6.793000018,16.63902697,0,6.793000018,20,20,6.793000018,14.71883758,0,6.793000018,17.16550814,0,6.793000018,20,20,6.793000018,20,20,6.793000018
 01/17  04:00:00,15.07958649,0,7.230500018,20,20,7.230500018,15.94548476,0,7.230500018,15.74649942,0,7.230500018,20,20,7.230500018,15.61944517,0,7.230500018,16.56991871,0,7.230500018,20,20,7.230500018,14.72399443,0,7.230500018,16.97601481,0,7.230500018,20,20,7.230500018,20,20,7.230500018
 01/17  05:00:00,14.99145081,0,7.255500018,20,20,7.255500018,15.87656869,0,7.255500018,15.69946793,0,7.255500018,20,20,7.255500018,15.59067229,0,7.255500018,16.47670726,0,7.255500018,20,20,7.255500018,14.7029506,0,7.255500018,16.77044235,0,7.255500018,20,20,7.255500018,20,20,7.255500018
 01/17  06:00:00,14.8763906,0,7.055500018,20,20,7.055500018,15.77691012,0,7.055500018,15.62122044,0,7.055500018,20,20,7.055500018,15.5292569,0,7.055500018,16.35605364,0,7.055500018,20,20,7.055500018,14.64849782,0,7.055500018,16.54926649,0,7.055500018,20,20,7.055500018,20,20,7.055500018
 01/17  07:00:00,14.72036615,0,6.855500018,20,20,6.855500018,15.6281075,0,6.855500018,15.49349384,0,6.855500018,20,20,6.855500018,15.41305262,0,6.855500018,16.18442766,0,6.855500018,20,20,6.855500018,14.54676748,0,6.855500018,16.28657108,0,6.855500018,20,20,6.855500018,20,20,6.855500018
 01/17  08:00:00,14.59483871,0,6.655500018,20,20,6.655500018,15.51297958,0,6.655500018,15.39768691,0,6.655500018,20,20,6.655500018,15.32981071,0,6.655500018,16.04787412,0,6.655500018,20,20,6.655500018,14.47349532,0,6.655500018,16.06612841,0,6.655500018,20,20,6.655500018,20,20,6.655500018
 01/17  09:00:00,14.53061437,0,6.518000018,20,20,6.518000018,15.46408971,0,6.518000018,15.36570355,0,6.518000018,20,20,6.518000018,15.31223886,0,6.518000018,15.97891439,0,6.518000018,20,20,6.518000018,14.46094477,0,6.518000018,15.92174394,0,6.518000018,20,20,6.518000018,20,20,6.518000018
 01/17  10:00:00,14.42540635,0,6.355500018,20,20,6.355500018,15.36548222,0,6.355500018,15.28241671,0,6.355500018,20,20,6.355500018,15.23281347,0,6.355500018,15.85986155,0,6.355500018,20,20,6.355500018,14.39779535,0,6.355500018,15.72909725,0,6.355500018,20,20,6.355500018,20,20,6.355500018
 01/17  11:00:00,14.4098962,0,6.405500018,20,20,6.405500018,15.36014855,0,6.405500018,15.29477336,0,6.405500018,20,20,6.405500018,15.24369227,0,6.405500018,15.83537084,0,6.405500018,20,20,6.405500018,14.42030316,0,6.405500018,15.64360592,0,6.405500018,20,20,6.405500018,20,20,6.405500018
 01/17  12:00:00,14.50821184,0,6.605500018,20,20,6.605500018,15.47356639,0,6.605500018,15.42323204,0,6.605500018,20,20,6.605500018,15.37168999,0,6.605500018,15.92970236,0,6.605500018,20,20,6.605500018,14.5546205,0,6.605500018,15.69089603,0,6.605500018,20,20,6.605500018,20,20,6.605500018
 01/17  13:00:00,14.57793253,0,6.805500018,20,20,6.805500018,15.55498742,0,6.805500018,15.51534018,0,6.805500018,20,20,6.805500018,15.46314899,0,6.805500018,15.99289565,0,6.805500018,20,20,6.805500018,14.65651511,0,6.805500018,15.71558457,0,6.805500018,20,20,6.805500018,20,20,6.805500018
 01/17  14:00:00,14.62514334,0,6.818000018,20,20,6.818000018,15.61006792,0,6.818000018,15.57501374,0,6.818000018,20,20,6.818000018,15.52295037,0,6.818000018,16.03098934,0,6.818000018,20,20,6.818000018,14.72841833,0,6.818000018,15.71291269,0,6.818000018,20,20,6.818000018,20,20,6.818000018
 01/17  15:00:00,14.63385442,0,6.780500018,20,20,6.780500018,15.62303863,0,6.780500018,15.59183426,0,6.780500018,20,20,6.780500018,15.54170161,0,6.780500018,16.02769264,0,6.780500018,20,20,6.780500018,14.75917226,0,6.780500018,15.66348954,0,6.780500018,20,20,6.780500018,20,20,6.780500018
 01/17  16:00:00,14.59243244,0,6.718000018,20,20,6.718000018,15.58423828,0,6.718000018,15.56219181,0,6.718000018,20,20,6.718000018,15.51778051,0,6.718000018,15.97232262,0,6.718000018,20,20,6.718000018,14.74594269,0,6.718000018,15.56167102,0,6.718000018,20,20,6.718000018,20,20,6.718000018
 01/17  17:00:00,14.48442794,0,6.430500018,20,20,6.430500018,15.47937198,0,6.430500018,15.46761914,0,6.430500018,20,20,6.430500018,15.43253394,0,6.430500018,15.85191753,0,6.430500018,20,20,6.430500018,14.66775582,0,6.430500018,15.39805182,0,6.430500018,20,20,6.430500018,20,20,6.430500018
 01/17  18:00:00,14.34805995,0,6.093000018,20,20,6.093000018,15.34756708,0,6.093000018,15.34541566,0,6.093000018,20,20,6.093000018,15.32080646,0,6.093000018,15.70575683,0,6.093000018,20,20,6.093000018,14.56046499,0,6.093000018,15.21012473,0,6.093000018,20,20,6.093000018,20,20,6.093000018
 01/17  19:00:00,14.21119199,0,5.730500018,20,20,5.730500018,15.21649687,0,5.730500018,15.22346481,0,5.730500018,20,20,5.730500018,15.20875906,0,5.730500018,15.56063503,0,5.730500018,20,20,5.730500018,14.45263862,0,5.730500018,15.02358041,0,5.730500018,20,20,5.730500018,20,20,5.730500018
 01/17  20:00:00,14.0910328,0,5.580500018,20,20,5.580500018,15.10393992,0,5.580500018,15.11990943,0,5.580500018,20,20,5.580500018,15.11451239,0,5.580500018,15.43413683,0,5.580500018,20,20,5.580500018,14.36159491,0,5.580500018,14.85572486,0,5.580500018,20,20,5.580500018,20,20,5.580500018
 01/17  21:00:00,13.98605855,0,5.518000018,20,20,5.518000018,15.00836078,0,5.518000018,15.03322474,0,5.518000018,20,20,5.518000018,15.03657725,0,5.518000018,15.32414381,0,5.518000018,20,20,5.518000018,14.28595029,0,5.518000018,14.70403069,0,5.518000018,20,20,5.518000018,20,20,5.518000018
 01/17  22:00:00,13.82457792,0,5.480500018,20,20,5.480500018,14.85239874,0,5.480500018,14.88847872,0,5.480500018,20,20,5.480500018,14.89713846,0,5.480500018,15.15384596,0,5.480500018,20,20,5.480500018,14.15184849,0,5.480500018,14.49597099,0,5.480500018,20,20,5.480500018,20,20,5.480500018
 01/17  23:00:00,13.79758583,0,6.543000018,20,20,6.543000018,14.83533062,0,6.543000018,14.88084901,0,6.543000018,20,20,6.543000018,14.8968312,0,6.543000018,15.12162923,0,6.543000018,20,20,6.543000018,14.15279225,0,6.543000018,14.42416905,0,6.543000018,20,20,6.543000018,20,20,6.543000018
 01/17  24:00:00,13.97435059,0,8.305500018,20,20,8.305500018,15.02451192,0,8.305500018,15.08229728,0,8.305500018,20,20,8.305500018,15.10992668,0,8.305500018,15.29589938,0,8.305500018,20,20,8.305500018,14.3517822,0,8.305500018,14.55611372,0,8.305500018,20,20,8.305500018,20,20,8.305500018
 01/18  01:00:00,13.85925393,0,6.855500018,20,20,6.855500018,19.99434616,20,6.855500018,14.98427048,0,6.855500018,20,20,6.855500018,15.01894443,0,6.855500018,15.17716858,0,6.855500018,20,20,6.855500018,14.26318707,0,6.855500018,14.40617401,0,6.855500018,20,20,6.855500018,20,20,6.855500018
 01/18  02:00:00,13.66732268,0,5.830500018,20,20,5.830500018,20,20,5.830500018,14.79018107,0,5.830500018,20,20,5.830500018,14.82960115,0,5.830500018,14.96728632,0,5.830500018,20,20,5.830500018,14.08574298,0,5.830500018,14.16435822,0,5.830500018,20,20,5.830500018,20,20,5.830500018
 01/18  03:00:00,13.68426533,0,6.293000018,20,20,6.293000018,20,20,6.293000018,14.78047625,0,6.293000018,20,20,6.293000018,14.82526908,0,6.293000018,14.93857073,0,6.293000018,20,20,6.293000018,14.08498185,0,6.293000018,14.10718355,0,6.293000018,20,20,6.293000018,20,20,6.293000018
 01/18  04:00:00,13.7297966,0,6.730500018,20,20,6.730500018,20,20,6.730500018,14.79208255,0,6.730500018,20,20,6.730500018,14.84227263,0,6.730500018,14.93179099,0,6.730500018,20,20,6.730500018,14.10754634,0,6.730500018,14.07210325,0,6.730500018,20,20,6.730500018,20,20,6.730500018
 01/18  05:00:00,13.77275158,0,7.068000018,20,20,7.068000018,20,20,7.068000018,14.80898372,0,7.068000018,20,20,7.068000018,14.86452944,0,7.068000018,14.92875857,0,7.068000018,20,20,7.068000018,14.13172534,0,7.068000018,14.04362373,0,7.068000018,20,20,7.068000018,20,20,7.068000018
 01/18  06:00:00,13.80973017,0,7.305500018,20,20,7.305500018,20,20,7.305500018,14.82737108,0,7.305500018,20,20,7.305500018,14.88755165,0,7.305500018,14.92557145,0,7.305500018,20,20,7.305500018,14.15246036,0,7.305500018,14.01968319,0,7.305500018,20,20,7.305500018,20,20,7.305500018
 01/18  07:00:00,13.85188852,0,7.568000018,20,20,7.568000018,20,20,7.568000018,14.85388505,0,7.568000018,20,20,7.568000018,14.9162984,0,7.568000018,14.93277995,0,7.568000018,20,20,7.568000018,14.180389,0,7.568000018,14.0085564,0,7.568000018,20,20,7.568000018,20,20,7.568000018
 01/18  08:00:00,13.8966739,0,7.805500018,20,20,7.805500018,20,20,7.805500018,14.88207578,0,7.805500018,20,20,7.805500018,14.94717216,0,7.805500018,14.94703157,0,7.805500018,20,20,7.805500018,14.21302659,0,7.805500018,14.00209416,0,7.805500018,20,20,7.805500018,20,20,7.805500018
 01/18  09:00:00,13.97919966,0,8.068000018,20,20,8.068000018,20,20,8.068000018,15.00946029,0,8.068000018,20,20,8.068000018,15.00981966,0,8.068000018,14.99405251,0,8.068000018,20,20,8.068000018,14.28228964,0,8.068000018,14.08609883,0,8.068000018,20,20,8.068000018,20,20,8.068000018
 01/18  10:00:00,14.16460303,0,8.305500018,20,20,8.305500018,20,20,8.305500018,15.61867514,0,8.305500018,20,20,8.305500018,15.20210027,0,8.305500018,15.14037671,0,8.305500018,20,20,8.305500018,14.44678683,0,8.305500018,14.70740631,0,8.305500018,20,20,8.305500018,20,20,8.305500018
 01/18  11:00:00,14.40807654,0,8.630500018,20,20,8.630500018,20,20,8.630500018,16.42731922,0,8.630500018,20,20,8.630500018,15.58638962,0,8.630500018,15.35492778,0,8.630500018,20,20,8.630500018,14.66653934,0,8.630500018,15.88154305,0,8.630500018,20.19848348,20,8.630500018,20,20,8.630500018
